,cfr,nombre,eslora_total,arqueo_gt,material_casco,potencia_kw,estado_rgfp,Puerto,Provincia,Comunidad Autónoma,Tipo de Arte,Edad_buque,cluster
7812,ESP000009989,SAN JUAN DE DIOS SEGUNDO,19.05,66.72,Madera,330.97,Baja Definitiva,Fuenterrabia,Gipuzkoa,País Vasco,Cerco,11,5
7813,ESP000009990,SAN PIO X BERRIA,27.3,130.0,Madera,397.17,Baja Definitiva,Fuenterrabia,Gipuzkoa,País Vasco,Cerco,15,5
7814,ESP000009991,SANTA GEMA GALGANI,25.2,141.472,Madera,441.3,Baja Definitiva,Fuenterrabia,Gipuzkoa,País Vasco,Cerco,2,5
7815,ESP000009992,SIEMPRE NUESTRO ANGEL MARIA,20.95,65.36,Madera,257.42,Baja Definitiva,Santa Cruz de Tenerife,Santa Cruz de Tenerife,Canarias,Artes menores,14,5
7816,ESP000009993,TXINGUDI,14.95,46.025333333333336,Madera,176.52,Baja Definitiva,Fuenterrabia,Gipuzkoa,País Vasco,Cerco,4,5
7817,ESP000009994,UIN GAIN,18.85,59.0,Madera,191.23,Baja Definitiva,Santa Cruz de Tenerife,Santa Cruz de Tenerife,Canarias,Artes menores,19,5
7818,ESP000009995,ZERUKO ARGIA,19.9,48.3,Madera,294.2,Baja Definitiva,Fuenterrabia,Gipuzkoa,País Vasco,Cerco,12,5
7819,ESP000009996,FUENTE DE,25.95,160.82,Acero,441.3,Baja Definitiva,Ondarroa,Bizkaia,País Vasco,Arrastre,12,6
7820,ESP000009999,JOVEN BEATRIZ,10.4,7.51,Madera,7.35,Baja Definitiva,Málaga,Málaga,Andalucía,Artes menores,17,0
7821,ESP000010000,MONTJOY II,15.4,21.37,Madera,143.42,Baja Definitiva,Marbella,Málaga,Andalucía,Cerco,14,5
7822,ESP000010002,VICTORIA DE ANTONIOELMORO,17.15,24.67,Madera,125.03,Baja Definitiva,Isla Cristina,Huelva,Andalucía,Cerco,31,7
7823,ESP000010003,SAN RAFAEL,10.949333333333332,8.85,Madera,75.02,Baja Definitiva,Málaga,Málaga,Andalucía,Cerco,8,8
7824,ESP000010004,JOVEN MIGUELINA,13.53,16.3,Madera,125.0,Alta Definitiva,Los Cristianos,Santa Cruz de Tenerife,Canarias,Artes menores,36,7
7825,ESP000010005,HERMANOS RUIZ CAPARROS,7.71,2.25,Madera,25.74,Baja Definitiva,Velez-Malaga,Málaga,Andalucía,Artes menores,15,0
7826,ESP000010006,JESUS DE MEDINACELI,17.65,29.6,Madera,113.27,Baja Definitiva,Adra,Almería,Andalucía,Arrastre,19,5
7827,ESP000010007,SEGUNDA ROSAS,14.3,20.62,Madera,59.58,Baja Definitiva,Málaga,Málaga,Andalucía,Arrastre,21,5
7828,ESP000010008,TXORI URDIN,63.3,1286.0,Acero,2132.95,Baja Definitiva,Bermeo,Bizkaia,País Vasco,Cerco,24,4
7829,ESP000010009,TXORI EDER,63.3,1286.0,Acero,2206.5,Baja Definitiva,Bermeo,Bizkaia,País Vasco,Cerco,18,4
7830,ESP000010010,TXORI ZURI,73.9,1823.0,Acero,3236.19,Baja Definitiva,Bermeo,Bizkaia,País Vasco,Desconocido,14,2
7831,ESP000010011,ALCAUDON,54.5,1074.0,Acero,1787.26,Baja Definitiva,Bermeo,Bizkaia,País Vasco,Desconocido,11,4
7832,ESP000010012,TXORI,54.0,1074.0,Acero,1787.26,Baja Definitiva,Bermeo,Bizkaia,País Vasco,Desconocido,11,4
7833,ESP000010013,MONTECLARO,46.33,791.9733333333334,Madera,1176.8,Baja Definitiva,Malpica de Bergantiños,A Coruña,Galicia,Desconocido,4,4
7834,ESP000010014,ITXAS ESTE,71.02866666666667,1484.0,Acero,2901.54,Baja Definitiva,Las Palmas - Puerto de la Luz,Las Palmas,Canarias,Desconocido,2,4
7835,ESP000010017,MONTENEME,51.08,980.0,Acero,1471.0,Baja Definitiva,Malpica de Bergantiños,A Coruña,Galicia,Desconocido,14,4
7836,ESP000010018,ARATZ,65.1,1859.0,Acero,3412.71,Baja Definitiva,Bermeo,Bizkaia,País Vasco,Desconocido,7,2
7837,ESP000010020,EUZKADI ALAI,76.75,588.9099999999999,Acero,2824.32,Baja Definitiva,Bermeo,Bizkaia,País Vasco,Desconocido,4,4
7838,ESP000010021,ALACRAN,72.0,1974.3,Acero,3236.19,Baja Definitiva,Bermeo,Bizkaia,País Vasco,Desconocido,4,2
7839,ESP000010022,ATERPE ALAI,58.0,1779.0,Acero,2206.5,Baja Definitiva,Bermeo,Bizkaia,País Vasco,Desconocido,1,4
7840,ESP000010023,GURE CAMPOLIBRE,48.5,663.0,Acero,625.17,Baja Definitiva,Bermeo,Bizkaia,País Vasco,Cerco,15,6
7841,ESP000010024,PLAYA DE EREAGA,27.23,199.0,Acero,458.95,Baja Definitiva,La Guardia,Pontevedra,Galicia,Palangre,13,6
7842,ESP000010027,PLAYA DE LEQUEITIO,47.4,782.0,Acero,1471.0,Baja Definitiva,Las Palmas - Puerto de la Luz,Las Palmas,Canarias,Desconocido,14,4
7843,ESP000010028,PLAYA DE NOJA,61.25,1259.0,Acero,2206.5,Baja Definitiva,Bermeo,Bizkaia,País Vasco,Desconocido,12,4
7844,ESP000010029,PLAYA DE ARITZATXU,61.25,1265.0,Acero,2206.5,Baja Definitiva,Bermeo,Bizkaia,País Vasco,Desconocido,9,4
7845,ESP000010031,ITXAS EDER,54.6,1000.0,Acero,1618.1,Baja Definitiva,Bermeo,Bizkaia,País Vasco,Desconocido,5,4
7846,ESP000010032,TXIRRIÑE,48.0,855.0,Acero,1213.57,Baja Definitiva,Bermeo,Bizkaia,País Vasco,Cerco,25,4
7847,ESP000010033,ISABEL CINCO,71.0,1492.0,Acero,2647.8,Baja Definitiva,Bermeo,Bizkaia,País Vasco,Desconocido,9,4
7848,ESP000010034,BERMEOTARAK DOS,48.0,884.0,Acero,1654.87,Baja Definitiva,Bermeo,Bizkaia,País Vasco,Desconocido,14,4
7849,ESP000010035,BERMEOTARAK,47.65,731.7800000000001,Acero,1654.87,Baja Definitiva,Bermeo,Bizkaia,País Vasco,Desconocido,3,4
7850,ESP000010036,MATXIKORTA,56.1,1000.0,Acero,1618.1,Baja Definitiva,Bermeo,Bizkaia,País Vasco,Cerco,26,4
7851,ESP000010037,KURTZIO,56.1,1000.0,Acero,1617.65,Baja Provisional,Bermeo,Bizkaia,País Vasco,Cerco,36,4
7852,ESP000010038,GAS,5.3,0.67,Madera,17.65,Baja Definitiva,La Escala,Girona,Cataluña,Artes menores,14,0
7853,ESP000010039,FALCONERA,18.682,51.38,Madera,172.84,Baja Definitiva,Blanes,Girona,Cataluña,Cerco,10,5
7854,ESP000010042,CAP CATALUNYA,5.22,0.75,Madera,11.76,Baja Definitiva,Llansa,Girona,Cataluña,Artes menores,34,7
7855,ESP000010043,LLOYA SEGUNDO,5.937333333333333,1.5946666666666665,Madera,8.83,Baja Definitiva,Port de la Selva,Girona,Cataluña,Desconocido,4,8
7856,ESP000010044,ANTONIO,10.3,4.62,Madera,36.04,Baja Definitiva,Vinaroz,Castellón,Comunitat Valenciana,Artes menores,28,7
7857,ESP000010045,GERMANS RASET,14.26,24.21,Madera,66.19,Baja Definitiva,Rosas,Girona,Cataluña,Arrastre,26,1
7858,ESP000010046,BONANZA III,9.4,6.04,Poliester,70.61,Baja Definitiva,Rosas,Girona,Cataluña,Artes menores,28,3
7859,ESP000010047,MARINADA,6.3,0.88,Madera,8.83,Baja Provisional,Llansa,Girona,Cataluña,Artes menores,36,7
7860,ESP000010048,L'AMPORDA,5.27,0.8,Madera,5.15,Baja Definitiva,Llansa,Girona,Cataluña,Artes menores,19,0
7861,ESP000010049,CIUTAT DE RHODES,27.28,84.3,Madera,710.49,Baja Definitiva,Rosas,Girona,Cataluña,Arrastre,17,6
7862,ESP000010050,PACA GUIBERNAU,16.78,40.25,Madera,80.9,Baja Definitiva,Rosas,Girona,Cataluña,Arrastre,4,5
7863,ESP000010051,ESTRELLA DE LA COSTA,27.08,97.2,Madera,562.66,Baja Definitiva,Rosas,Girona,Cataluña,Arrastre,15,5
7864,ESP000010052,LUCERO DEL PANI,17.05,44.19,Madera,235.36,Baja Definitiva,Rosas,Girona,Cataluña,Cerco,17,5
7865,ESP000010053,MIREIA,23.0,100.63,Acero,632.53,Baja Definitiva,Tarragona,Tarragona,Cataluña,Arrastre,21,6
7866,ESP000010055,ARMONIA,15.086666666666668,35.43,Madera,117.68,Baja Definitiva,Llansa,Girona,Cataluña,Arrastre,5,5
7867,ESP000010056,MAR Y CIELO,4.3,0.54,Madera,6.62,Baja Definitiva,La Escala,Girona,Cataluña,Artes menores,19,0
7868,ESP000010057,JOAQUIN,7.95,3.74,Madera,8.83,Baja Definitiva,La Escala,Girona,Cataluña,Artes menores,19,0
7869,ESP000010060,FLOR DEL DIA,10.238666666666663,5.68,Madera,41.19,Baja Definitiva,La Escala,Girona,Cataluña,Artes menores,7,10
7870,ESP000010061,NERON II,5.3,0.82,Madera,7.35,Baja Definitiva,La Escala,Girona,Cataluña,Artes menores,15,0
7871,ESP000010062,NURI,7.1,1.81,Madera,29.42,Baja Definitiva,La Escala,Girona,Cataluña,Artes menores,15,0
7872,ESP000010063,MODESTA,5.185333333333333,0.8086666666666668,Madera,5.15,Baja Definitiva,La Escala,Girona,Cataluña,Desconocido,4,8
7873,ESP000010064,ANGELINA,14.0,12.97,Madera,94.14,Baja Definitiva,Fuengirola,Málaga,Andalucía,Cerco,24,0
7874,ESP000010066,PACA,7.7,1.99,Madera,33.83,Baja Definitiva,Mataró,Barcelona,Cataluña,Artes menores,34,7
7875,ESP000010067,CALA NANS,7.274000000000002,0.94,Madera,11.77,Baja Definitiva,Port de la Selva,Girona,Cataluña,Artes menores,9,10
7876,ESP000010069,ALBA,10.323333333333332,9.99,Madera,51.48,Baja Definitiva,Palamós,Girona,Cataluña,Cerco,7,8
7877,ESP000010071,AVI LAU,6.75,2.43,Madera,2.94,Baja Definitiva,La Escala,Girona,Cataluña,Artes menores,19,0
7878,ESP000010072,LOLO,7.0,1.39,Madera,11.77,Baja Definitiva,Santa Eugenia de Riveira,A Coruña,Galicia,Artes menores,12,10
7879,ESP000010074,NUEVA GOLONDRINA,24.0,173.09,Madera,294.2,Baja Definitiva,Santa Eugenia de Riveira,A Coruña,Galicia,Palangre,8,5
7880,ESP000010075,GRAN CRUZ DE MAYO,21.130000000000003,77.24133333333334,Madera,268.46,Baja Definitiva,Santa Eugenia de Riveira,A Coruña,Galicia,Palangre,2,5
7881,ESP000010076,SAJISA,28.1,147.0,Madera,294.2,Baja Definitiva,Santa Eugenia de Riveira,A Coruña,Galicia,Arrastre,12,5
7882,ESP000010078,SANTOS ALONSO,29.45,191.3493333333333,Madera,441.3,Baja Definitiva,Santa Eugenia de Riveira,A Coruña,Galicia,Arrastre,5,5
7883,ESP000010080,O AREA,5.55,1.14,Poliester,4.41,Alta Definitiva,Villanueva,Pontevedra,Galicia,Artes menores,36,3
7884,ESP000010081,ROSARIO VICTORIA,16.14,20.91,Madera,110.32,Baja Definitiva,Punta Umbria,Huelva,Andalucía,Artes menores,16,0
7885,ESP000010082,BADEIXO,16.5,64.36,Madera,211.82,Baja Definitiva,Santa Eugenia de Riveira,A Coruña,Galicia,Palangre,13,5
7886,ESP000010083,DIVINO SAN LUIS,26.82,176.0,Madera,308.91,Baja Definitiva,Algeciras,Cádiz,Andalucía,Desconocido,8,5
7887,ESP000010084,RIO BRASILEIRO,6.0,1.12,Madera,11.77,Baja Definitiva,Santa Eugenia de Riveira,A Coruña,Galicia,Artes menores,15,0
7888,ESP000010085,JOSE ANTONIO,8.0,2.557333333333333,Madera,38.25,Baja Definitiva,Noia,A Coruña,Galicia,Artes menores,5,10
7889,ESP000010086,A CARA O CRUZ,9.0,4.004,Madera,17.65,Baja Definitiva,Lage,A Coruña,Galicia,Artes menores,0,10
7890,ESP000010087,PINZON,22.54,93.0,Madera,268.46,Baja Definitiva,Santa Eugenia de Riveira,A Coruña,Galicia,Palangre,8,5
7891,ESP000010088,PAQUITA,5.2,1.01,Madera,8.82,Baja Definitiva,Noia,A Coruña,Galicia,Artes menores,33,7
7892,ESP000010090,DECANO,26.799333333333333,135.0,Madera,367.01,Baja Definitiva,Ondarroa,Bizkaia,País Vasco,Arrastre,5,5
7893,ESP000010091,FLOR,4.4,0.8,Madera,10.3,Baja Definitiva,Santa Eugenia de Riveira,A Coruña,Galicia,Artes menores,15,0
7894,ESP000010092,MARIA ANGELES,26.9,125.0,Madera,441.3,Baja Definitiva,Vigo,Pontevedra,Galicia,Arrastre,14,5
7895,ESP000010093,VIANTO TERCERO,28.85,142.0,Acero,551.62,Baja Definitiva,Santa Eugenia de Riveira,A Coruña,Galicia,Arrastre,23,6
7896,ESP000010094,PEÑAS ARRIBA,28.4,149.0,Madera,441.3,Baja Definitiva,Vigo,Pontevedra,Galicia,Arrastre,9,5
7897,ESP000010095,CANDRAY,23.32,118.42,Acero,470.72,Baja Definitiva,Cillero,Lugo,Galicia,Arrastre,17,1
7898,ESP000010096,SEGUNDO MAR BLANCO,13.85,20.81,Madera,94.14,Baja Definitiva,Almería,Almería,Andalucía,Palangre,9,8
7899,ESP000010097,MONTE SINAI SEGUNDO,8.4,3.06,Madera,30.89,Baja Definitiva,Carreira-Aguiño,A Coruña,Galicia,Artes menores,22,0
7900,ESP000010098,PROMONTORIO TERCERO,23.4,109.0,Acero,367.75,Baja Definitiva,Burela,Lugo,Galicia,Arrastre,17,1
7901,ESP000010099,ROSITA,7.4,1.29,Madera,11.77,Baja Definitiva,Santa Eugenia de Riveira,A Coruña,Galicia,Artes menores,11,10
7902,ESP000010100,SEGUNDO PRONTO,8.0,2.87,Madera,17.65,Baja Definitiva,Santa Eugenia de Riveira,A Coruña,Galicia,Artes menores,10,10
7903,ESP000010101,BEN FEITO,7.5,2.64,Madera,10.3,Baja Definitiva,Bueu,Pontevedra,Galicia,Artes menores,7,10
7904,ESP000010102,MARIMBA,4.55,0.57,Madera,6.62,Baja Definitiva,Santa Eugenia de Riveira,A Coruña,Galicia,Artes menores,15,0
7905,ESP000010103,SEGUNDO DOS SAMPEDROS,10.5,4.17,Madera,17.65,Baja Definitiva,Carreira-Aguiño,A Coruña,Galicia,Artes menores,14,0
7906,ESP000010104,MARIA TRINIDAD,27.3,126.3,Madera,367.75,Baja Definitiva,Santa Eugenia de Riveira,A Coruña,Galicia,Arrastre,15,5
7907,ESP000010105,LAJAREU,27.1,139.0,Madera,367.75,Baja Definitiva,Santa Eugenia de Riveira,A Coruña,Galicia,Arrastre,17,5
7908,ESP000010106,MARIA DE LA SALUD,23.4,134.4,Madera,441.3,Baja Definitiva,Santa Eugenia de Riveira,A Coruña,Galicia,Arrastre,16,5
7909,ESP000010107,ANDRES GUDE,9.6,3.12,Madera,27.21,Baja Definitiva,Santa Eugenia de Riveira,A Coruña,Galicia,Artes menores,13,10
7910,ESP000010108,CACHORRO,8.0,2.716,Madera,30.89,Baja Definitiva,Finisterre,A Coruña,Galicia,Artes menores,3,10
7911,ESP000010109,COSTA DE SAN ANDRES,17.5,34.8,Madera,152.25,Baja Definitiva,Cariño,A Coruña,Galicia,Cerco,12,5
7912,ESP000010110,LOXERO DOS,16.69533333333333,63.19,Madera,169.16,Baja Definitiva,Carreira-Aguiño,A Coruña,Galicia,Cerco,7,5
7913,ESP000010111,CATY,6.06,1.62,Poliester,11.03,Alta Definitiva,Santa Eugenia de Riveira,A Coruña,Galicia,Artes menores,36,3
7914,ESP000010112,VICTOR MANUEL,8.214666666666664,4.476000000000001,Madera,26.48,Baja Definitiva,Santa Eugenia de Riveira,A Coruña,Galicia,Desconocido,4,8
7915,ESP000010114,FRANCO PRIMERO,14.0,19.53,Madera,132.39,Baja Definitiva,La Puebla del Caramiñal,A Coruña,Galicia,Artes menores,9,10
7916,ESP000010115,SANTA BAYA,25.35,95.7,Madera,242.71,Baja Definitiva,Santa Eugenia de Riveira,A Coruña,Galicia,Arrastre,13,5
7917,ESP000010117,DAVID NAGUSIA,13.2,12.3,Poliester,69.14,Baja Definitiva,Ceuta,Ceuta,Ceuta,Artes menores,12,9
7918,ESP000010119,POMBO,10.0,4.74,Madera,58.84,Baja Definitiva,Plencia,Bizkaia,País Vasco,Artes menores,25,0
7919,ESP000010122,BELLO ATARDECER,9.0,2.108,Madera,11.03,Baja Definitiva,Armintza,Bizkaia,País Vasco,Desconocido,2,8
7920,ESP000010123,SAN MAURICIO,7.6,2.42,Madera,33.1,Baja Definitiva,Plencia,Bizkaia,País Vasco,Artes menores,13,10
7921,ESP000010125,MARINA,8.597333333333333,4.24,Madera,29.42,Baja Definitiva,San Vicente de la Barquera,Cantabria,Cantabria,Palangre,7,8
7922,ESP000010126,VICTOR II,8.054666666666666,3.26,Madera,40.45,Baja Definitiva,Castro Urdiales,Cantabria,Cantabria,Artes menores,8,10
7923,ESP000010127,CHE III,6.95,1.93,Madera,26.48,Baja Definitiva,Plencia,Bizkaia,País Vasco,Artes menores,8,10
7924,ESP000010128,MANOLI,7.0,2.53,Madera,29.42,Baja Definitiva,Noia,A Coruña,Galicia,Artes menores,17,0
7925,ESP000010129,SEBAS,7.82,2.85,Madera,36.77,Baja Definitiva,Plencia,Bizkaia,País Vasco,Artes menores,11,10
7926,ESP000010130,DEUSTO,8.6,2.97,Madera,13.24,Baja Definitiva,Plencia,Bizkaia,País Vasco,Artes menores,11,10
7927,ESP000010132,MARTA LIBE,11.5,6.511333333333334,Madera,46.34,Baja Definitiva,Mundaca,Bizkaia,País Vasco,Artes menores,5,10
7928,ESP000010137,ONINCHA,12.31,12.23,Madera,88.26,Baja Definitiva,Ceuta,Ceuta,Ceuta,Artes menores,14,0
7929,ESP000010142,IÑAKI,6.15,1.2,Poliester,8.83,Baja Definitiva,Ciervana,Bizkaia,País Vasco,Artes menores,11,9
7930,ESP000010144,MINUCA,10.4,6.03,Madera,36.04,Baja Definitiva,Castro Urdiales,Cantabria,Cantabria,Artes menores,7,10
7931,ESP000010149,ALEGRIA,14.5,12.98,Madera,88.26,Baja Definitiva,Ciervana,Bizkaia,País Vasco,Cerco,14,5
7932,ESP000010150,GURE AMA GELAXI,15.0,19.11,Madera,77.96,Baja Definitiva,Santurce,Bizkaia,País Vasco,Cerco,12,5
7933,ESP000010151,VIRGEN DEL ROCIO,11.87,7.2,Madera,40.45,Baja Definitiva,Ciervana,Bizkaia,País Vasco,Artes menores,2,10
7934,ESP000010152,MODESTA AMALIA,9.1,4.218666666666667,Madera,40.45,Baja Definitiva,Armintza,Bizkaia,País Vasco,Desconocido,1,8
7935,ESP000010153,ALCION,6.3,1.2046666666666668,Madera,8.83,Baja Definitiva,Armintza,Bizkaia,País Vasco,Desconocido,3,8
7936,ESP000010156,PATALIN,10.0,6.338666666666668,Madera,48.54,Baja Definitiva,Armintza,Bizkaia,País Vasco,Desconocido,2,8
7937,ESP000010157,JON,6.3,2.570666666666667,Madera,29.42,Baja Definitiva,Armintza,Bizkaia,País Vasco,Desconocido,2,8
7938,ESP000010158,LUCHIA,10.2,6.196,Madera,44.13,Baja Definitiva,Armintza,Bizkaia,País Vasco,Desconocido,2,8
7939,ESP000010160,ITXASOKO LOREA,11.97,10.18,Madera,66.19,Baja Definitiva,Armintza,Bizkaia,País Vasco,Artes menores,9,10
7940,ESP000010161,SIEMPRE SANTA AGUEDA,9.21,5.843333333333333,Madera,25.74,Baja Definitiva,Armintza,Bizkaia,País Vasco,Desconocido,3,8
7941,ESP000010162,ANDRES CASINA,9.8,5.952666666666667,Madera,44.13,Baja Definitiva,Armintza,Bizkaia,País Vasco,Desconocido,2,8
7942,ESP000010165,TREINTA Y TRES,7.6,2.27,Madera,27.58,Baja Definitiva,Santurce,Bizkaia,País Vasco,Artes menores,21,0
7943,ESP000010167,ARAMO,77.13,1925.6653333333331,Acero,2942.0,Baja Definitiva,Vigo,Pontevedra,Galicia,Desconocido,2,2
7944,ESP000010168,GORRICHO PRIMERO,34.5,287.0,Acero,882.6,Baja Definitiva,Bilbao,Bizkaia,País Vasco,Arrastre,7,6
7945,ESP000010169,VALLE DE ARRATIA,33.0,386.9333333333333,Acero,779.63,Baja Definitiva,Bilbao,Bizkaia,País Vasco,Arrastre,4,6
7946,ESP000010170,GORRICHO SEGUNDO,34.5,287.0,Acero,882.6,Baja Definitiva,Bilbao,Bizkaia,País Vasco,Arrastre,7,6
7947,ESP000010172,KAI ALAI,63.6,1925.6653333333331,Acero,2942.0,Baja Definitiva,Bermeo,Bizkaia,País Vasco,Desconocido,1,2
7948,ESP000010174,CHUCHI,7.25,4.382,Madera,23.54,Baja Definitiva,San Sebastián,Gipuzkoa,País Vasco,Artes menores,5,10
7949,ESP000010175,NUEVO MONTE HERMOSO,20.8,78.47,Madera,268.46,Baja Definitiva,Santurce,Bizkaia,País Vasco,Cerco,11,5
7950,ESP000010179,IMIYA,7.78,2.67,Madera,29.42,Baja Definitiva,Ceuta,Ceuta,Ceuta,Artes menores,17,0
7951,ESP000010180,IGNACIO DE LA CRUZ,21.9,85.9,Madera,205.94,Baja Definitiva,Santurce,Bizkaia,País Vasco,Cerco,19,5
7952,ESP000010181,ARCOCHA BALENCIAGA,17.7,40.959333333333326,Madera,147.1,Baja Definitiva,Santurce,Bizkaia,País Vasco,Cerco,4,5
7953,ESP000010184,NUEVA E,11.45,15.01,Madera,79.43,Baja Definitiva,Santurce,Bizkaia,País Vasco,Artes menores,7,10
7954,ESP000010185,AIRES DE SANTURCE,16.2,36.4,Madera,148.57,Baja Definitiva,Santurce,Bizkaia,País Vasco,Cerco,6,5
7955,ESP000010190,EREINOTZ,25.34,76.4,Madera,183.87,Baja Definitiva,Bermeo,Bizkaia,País Vasco,Cerco,24,1
7956,ESP000010192,JOSAN,17.86,0.81,Madera,316.26,Baja Definitiva,Carboneras,Almería,Andalucía,Arrastre,3,5
7957,ESP000010193,MI ANTONIO,9.0,3.69,Madera,30.89,Baja Definitiva,Águilas,Murcia,Murcia,Artes menores,16,0
7958,ESP000010194,CICUTA,10.5,7.153333333333333,Madera,63.99,Baja Definitiva,Carboneras,Almería,Andalucía,Desconocido,5,8
7959,ESP000010195,PEQUEÑA SALOME,7.26,1.73,Poliester,16.92,Alta Definitiva,Carboneras,Almería,Andalucía,Artes menores,36,3
7960,ESP000010196,ANITA DEL MAR,6.2,0.64,Madera,19.12,Alta Definitiva,Águilas,Murcia,Murcia,Artes menores,36,7
7961,ESP000010197,MONTE SERANTE,8.45,2.69,Madera,36.77,Baja Definitiva,Motril,Granada,Andalucía,Palangre,12,8
7962,ESP000010198,AGUSTIN Y PEDRO,6.2860000000000005,0.63,Madera,19.12,Baja Definitiva,Carboneras,Almería,Andalucía,Artes menores,11,10
7963,ESP000010199,ANA Y ANGELES,8.75,8.13,Madera,44.13,Baja Definitiva,Carboneras,Almería,Andalucía,Artes menores,9,10
7964,ESP000010200,MI JUANI,7.9,1.9,Madera,19.12,Baja Definitiva,Carboneras,Almería,Andalucía,Artes menores,13,10
7965,ESP000010201,PUNTA PRIMA,9.7,4.64,Madera,46.34,Baja Definitiva,Mazarron,Murcia,Murcia,Artes menores,12,10
7966,ESP000010203,PLAYA DE AGUA AMARGA,4.8,0.888,Madera,8.83,Baja Definitiva,Garrucha,Almería,Andalucía,Desconocido,4,8
7967,ESP000010204,MERCEDITAS,8.73,3.55,Madera,8.82,Baja Definitiva,Almería,Almería,Andalucía,Artes menores,32,7
7968,ESP000010205,ARMSTRONG,19.688,49.62,Madera,264.78,Baja Definitiva,Carboneras,Almería,Andalucía,Cerco,10,5
7969,ESP000010207,COSTA DE CARBONERAS,19.0,42.38,Madera,139.74,Baja Definitiva,Carboneras,Almería,Andalucía,Cerco,14,5
7970,ESP000010208,EL JUNZA,20.6,56.0,Madera,130.18,Baja Definitiva,Ayamonte,Huelva,Andalucía,Arrastre,18,5
7971,ESP000010209,EL TACONEO,16.002,51.4,Madera,143.42,Baja Definitiva,Carboneras,Almería,Andalucía,Palangre,9,5
7972,ESP000010210,JUANITO MONTOYA,13.948666666666668,33.522,Madera,117.68,Baja Definitiva,Carboneras,Almería,Andalucía,Palangre,3,8
7973,ESP000010211,ALONSO DIAZ,20.426666666666662,50.66,Madera,316.26,Baja Definitiva,Carboneras,Almería,Andalucía,Cerco,12,5
7974,ESP000010212,PEDRO ALONSO,24.173333333333336,57.27,Madera,294.2,Baja Definitiva,Carboneras,Almería,Andalucía,Cerco,11,5
7975,ESP000010213,SEGUNDO MESA ROLDAN,17.0,36.5,Madera,185.35,Baja Definitiva,Carboneras,Almería,Andalucía,Cerco,16,5
7976,ESP000010214,MESA ROLDAN,14.75,21.73,Madera,117.68,Baja Definitiva,Velez-Malaga,Málaga,Andalucía,Cerco,14,5
7977,ESP000010215,TERESA DE HARO,12.5,11.13,Madera,117.68,Baja Definitiva,Carboneras,Almería,Andalucía,Palangre,14,5
7978,ESP000010216,SIMON DE DIOS,5.1,0.62,Madera,7.35,Baja Provisional,Carboneras,Almería,Andalucía,Artes menores,36,7
7979,ESP000010217,JUAN Y JOAQUIN,8.25,2.85,Madera,18.39,Baja Definitiva,Almería,Almería,Andalucía,Artes menores,23,0
7980,ESP000010218,CIUDAD DE LLAVANERAS,21.42,57.91,Madera,235.0,Baja Definitiva,Vilanova y la Geltrú,Barcelona,Cataluña,Arrastre,34,1
7981,ESP000010219,MI ANA MARIA,12.648666666666667,13.026000000000003,Madera,85.32,Baja Definitiva,Arenys de Mar,Barcelona,Cataluña,Cerco,1,8
7982,ESP000010220,FURIA PRIMERO,20.872,84.22399999999999,Acero,220.65,Baja Definitiva,Arenys de Mar,Barcelona,Cataluña,Cerco,3,5
7983,ESP000010221,ANITA PRIMERO,18.0,52.27,Madera,243.45,Baja Definitiva,Arenys de Mar,Barcelona,Cataluña,Arrastre,11,5
7984,ESP000010222,MARIA ROSA,6.27,1.29,Madera,11.03,Baja Definitiva,Arenys de Mar,Barcelona,Cataluña,Artes menores,33,7
7985,ESP000010223,FERNANDO EL CATOLICO,24.85,75.9,Madera,353.04,Baja Definitiva,Arenys de Mar,Barcelona,Cataluña,Arrastre,9,5
7986,ESP000010224,DOS HERMANOS,14.71,12.33,Madera,20.59,Baja Definitiva,Arenys de Mar,Barcelona,Cataluña,Artes menores,14,0
7987,ESP000010225,VICTORIA,4.45,0.56,Madera,6.62,Baja Definitiva,Mataró,Barcelona,Cataluña,Artes menores,15,0
7988,ESP000010226,LOLITA PETITA,6.060666666666666,0.61,Poliester,8.83,Baja Definitiva,Calella de la Costa,Barcelona,Cataluña,Artes menores,9,9
7989,ESP000010227,CIMBA,4.346000000000001,0.35,Madera,2.21,Baja Definitiva,Arenys de Mar,Barcelona,Cataluña,Artes menores,11,10
7990,ESP000010228,VIRGEN DEL CARMEN,4.53,0.65,Madera,4.41,Baja Provisional,Mataró,Barcelona,Cataluña,Artes menores,36,7
7991,ESP000010229,MARIA,7.07,2.0,Madera,22.06,Baja Definitiva,Rosas,Girona,Cataluña,Artes menores,23,0
7992,ESP000010230,NURIA,7.5,2.24,Madera,14.71,Baja Definitiva,Arenys de Mar,Barcelona,Cataluña,Artes menores,16,0
7993,ESP000010231,JOSE,5.12,0.96,Madera,7.35,Baja Definitiva,Arenys de Mar,Barcelona,Cataluña,Artes menores,19,0
7994,ESP000010232,NAVARRO,9.6,4.55,Madera,63.25,Baja Definitiva,Arenys de Mar,Barcelona,Cataluña,Artes menores,16,0
7995,ESP000010233,BALEARES,6.4,1.07,Madera,15.44,Alta Definitiva,Estepona,Málaga,Andalucía,Artes menores,36,7
7996,ESP000010234,MONT BLANCH,4.943333333333333,0.62,Madera,2.94,Baja Definitiva,Mataró,Barcelona,Cataluña,Artes menores,8,10
