,cfr,nombre,eslora_total,arqueo_gt,material_casco,potencia_kw,estado_rgfp,Puerto,Provincia,Comunidad Autónoma,Tipo de Arte,Edad_buque,cluster
12575,ESP000020233,JUAN IGNACIO,5.55,1.0586666666666666,Madera,5.15,Baja Definitiva,Pasajes,Gipuzkoa,País Vasco,Desconocido,4,8
12576,ESP000020234,CUATRE GERMANS,7.139333333333335,0.77,Poliester,11.77,Baja Definitiva,Rosas,Girona,Cataluña,Artes menores,10,9
12577,ESP000020235,JOAN RAFEL,7.35,1.5,Madera,22.06,Alta Definitiva,Casas de Alcanar,Tarragona,Cataluña,Palangre,36,7
12578,ESP000020236,SAN ANTONIO DOS HERMANOS,6.858666666666667,1.93,Madera,27.21,Baja Definitiva,Mazarron,Murcia,Murcia,Artes menores,11,10
12579,ESP000020237,SEGUNDO SAN RAFAEL,34.85,312.0,Acero,522.2,Baja Definitiva,Las Palmas - Puerto de la Luz,Las Palmas,Canarias,Arrastre,26,6
12580,ESP000020238,HERMANOS BAEZA CAMPELLO,20.5,78.63,Poliester,136.07,Baja Definitiva,Santa Pola,Alicante,Comunitat Valenciana,Arrastre,25,1
12581,ESP000020239,MARIA BELEN,5.0,0.6453333333333333,Madera,2.21,Baja Definitiva,Motrico,Gipuzkoa,País Vasco,Desconocido,4,8
12582,ESP000020240,RAMON,4.0,0.4073333333333332,Madera,4.41,Baja Definitiva,Rianjo,A Coruña,Galicia,Artes menores,4,10
12583,ESP000020241,MARI GRACIA,4.8,0.82,Madera,4.41,Baja Definitiva,Fornells,Illes balears,Illes balears,Artes menores,13,10
12584,ESP000020242,DIEGO ANTONIO,4.23,0.33,Madera,2.21,Baja Definitiva,Fornells,Illes balears,Illes balears,Artes menores,8,10
12585,ESP000020243,MARIA ANITA,4.45,0.48,Madera,2.21,Baja Definitiva,Fornells,Illes balears,Illes balears,Artes menores,11,10
12586,ESP000020244,TITAN,4.8,0.63,Madera,6.62,Baja Definitiva,Fornells,Illes balears,Illes balears,Artes menores,9,10
12587,ESP000020245,CHISPA CHICO,5.33,1.8626666666666667,Madera,19.86,Baja Definitiva,Motril,Granada,Andalucía,Desconocido,2,8
12588,ESP000020246,LEITZA,6.88,2.11,Poliester,32.36,Baja Definitiva,Bermeo,Bizkaia,País Vasco,Artes menores,11,9
12589,ESP000020247,CUATRO HERMANOS,6.932,1.82,Madera,10.3,Baja Definitiva,Bermeo,Bizkaia,País Vasco,Artes menores,7,10
12590,ESP000020248,PEDRO MARI,7.3,1.5386666666666666,Madera,8.83,Baja Definitiva,Bermeo,Bizkaia,País Vasco,Desconocido,1,8
12591,ESP000020249,PEDRO MIGUEL,8.38,2.82,Madera,10.29,Alta Definitiva,La Restinga,Santa Cruz de Tenerife,Canarias,Artes menores,36,7
12592,ESP000020250,VUELTA,5.62,0.606,Madera,2.94,Baja Definitiva,San Sebastián de la Gomera,Santa Cruz de Tenerife,Canarias,Desconocido,3,8
12593,ESP000020251,RIO ELVA,8.42,2.84,Madera,11.03,Baja Definitiva,Valle Gran Rey,Santa Cruz de Tenerife,Canarias,Artes menores,12,10
12594,ESP000020252,GRACIELA,4.5,0.44,Madera,3.68,Baja Definitiva,Valle Gran Rey,Santa Cruz de Tenerife,Canarias,Artes menores,30,7
12595,ESP000020253,IBALLA,6.9,1.14,Madera,47.81,Baja Definitiva,Playa de Santiago,Santa Cruz de Tenerife,Canarias,Artes menores,21,0
12596,ESP000020254,MARIA,4.65,0.49,Madera,3.68,Baja Definitiva,San Sebastián de la Gomera,Santa Cruz de Tenerife,Canarias,Artes menores,11,10
12597,ESP000020255,VICENTE DAMIAN,5.92,0.77,Madera,4.41,Baja Definitiva,Valle Gran Rey,Santa Cruz de Tenerife,Canarias,Artes menores,18,0
12598,ESP000020256,KEVIN,6.15,0.66,Madera,5.15,Baja Definitiva,Puerto Santiago,Santa Cruz de Tenerife,Canarias,Artes menores,14,0
12599,ESP000020257,YURGEN,5.0,0.59,Madera,3.68,Baja Definitiva,Puerto Santiago,Santa Cruz de Tenerife,Canarias,Artes menores,8,10
12600,ESP000020258,SAN PABLO,4.27,0.42,Madera,6.62,Baja Definitiva,Puerto Santiago,Santa Cruz de Tenerife,Canarias,Artes menores,14,0
12601,ESP000020259,ONELIA,6.34,1.2,Madera,15.45,Baja Definitiva,Playa de Santiago,Santa Cruz de Tenerife,Canarias,Artes menores,24,0
12602,ESP000020260,DAVID,6.05,0.62,Madera,4.41,Baja Definitiva,San Sebastián de la Gomera,Santa Cruz de Tenerife,Canarias,Artes menores,14,0
12603,ESP000020261,JUANITA,5.1,0.72,Madera,3.68,Baja Definitiva,San Sebastián de la Gomera,Santa Cruz de Tenerife,Canarias,Artes menores,14,0
12604,ESP000020262,NUMERO CUARENTA Y OCHO,10.81,6.38,Madera,26.48,Baja Definitiva,La Restinga,Santa Cruz de Tenerife,Canarias,Artes menores,23,0
12605,ESP000020263,OLIVA,7.65,2.52,Madera,5.15,Baja Definitiva,San Sebastián de la Gomera,Santa Cruz de Tenerife,Canarias,Artes menores,11,10
12606,ESP000020264,MACIAS,6.8,1.34,Madera,11.03,Baja Definitiva,Las Palmas - Puerto de la Luz,Las Palmas,Canarias,Artes menores,20,0
12607,ESP000020265,BENTAYGA,6.9,1.5,Madera,12.5,Alta Definitiva,Castillo del Romeral,Las Palmas,Canarias,Artes menores,36,7
12608,ESP000020266,PINO,8.7,2.37,Madera,26.48,Baja Definitiva,Taliarte - Melenara,Las Palmas,Canarias,Artes menores,23,0
12609,ESP000020267,I SALVORA,7.65,2.83,Poliester,22.06,Baja Provisional,Arguineguín,Las Palmas,Canarias,Artes menores,36,3
12610,ESP000020268,VIVO,7.67,1.45,Madera,5.88,Baja Definitiva,Mogán,Las Palmas,Canarias,Artes menores,23,0
12611,ESP000020269,ASUNCION,7.7,1.74,Madera,14.71,Baja Definitiva,Arguineguín,Las Palmas,Canarias,Artes menores,14,0
12612,ESP000020270,CUATRO HERMANAS,6.5,1.54,Madera,14.71,Baja Definitiva,Arguineguín,Las Palmas,Canarias,Artes menores,28,7
12613,ESP000020271,AMADORIO,6.1,1.82,Madera,15.45,Baja Definitiva,Arguineguín,Las Palmas,Canarias,Artes menores,11,10
12614,ESP000020272,BREA,10.23,5.31,Madera,11.4,Baja Definitiva,Arguineguín,Las Palmas,Canarias,Artes menores,20,0
12615,ESP000020273,MANUEL PRIMERO,12.1,10.58,Madera,102.97,Baja Definitiva,Arguineguín,Las Palmas,Canarias,Artes menores,14,0
12616,ESP000020274,MARIA ROSA,8.3,2.08,Madera,5.88,Baja Definitiva,Arguineguín,Las Palmas,Canarias,Artes menores,10,10
12617,ESP000020275,BENTEJUI,6.5,1.37,Madera,5.15,Baja Definitiva,Arguineguín,Las Palmas,Canarias,Artes menores,11,10
12618,ESP000020276,MARIA DE FATIMA,11.0,6.14,Madera,64.72,Baja Definitiva,San Andrés,Santa Cruz de Tenerife,Canarias,Artes menores,8,10
12619,ESP000020277,JESUS MARIA,5.3,0.9733333333333332,Madera,12.401999999999996,Baja Definitiva,Zumaya,Gipuzkoa,País Vasco,Desconocido,4,8
12620,ESP000020278,ASUNCION,6.58,1.35,Madera,11.03,Baja Definitiva,Las Palmas - Puerto de la Luz,Las Palmas,Canarias,Artes menores,11,10
12621,ESP000020279,TORNADO,4.0,0.29,Madera,2.94,Baja Definitiva,Ibiza,Illes balears,Illes balears,Artes menores,11,10
12622,ESP000020280,LINARES,4.6,0.6300000000000002,Madera,4.41,Baja Definitiva,San Antonio Abad,Illes balears,Illes balears,Desconocido,3,8
12623,ESP000020281,SAN MIGUEL,8.04,4.29,Madera,30.792666666666666,Baja Definitiva,Formentera,Illes balears,Illes balears,Artes menores,7,10
12624,ESP000020282,ABREGO,5.46,0.92,Madera,5.15,Baja Definitiva,Formentera,Illes balears,Illes balears,Artes menores,13,10
12625,ESP000020283,LA MAJA,8.4,3.35,Madera,16.18,Baja Definitiva,Formentera,Illes balears,Illes balears,Artes menores,9,10
12626,ESP000020284,JUAN LUIS,5.5,0.8293333333333333,Madera,16.92,Baja Definitiva,Zumaya,Gipuzkoa,País Vasco,Desconocido,4,8
12627,ESP000020286,EL MINCHI,5.0,0.65,Madera,19.12,Baja Definitiva,Águilas,Murcia,Murcia,Artes menores,13,10
12628,ESP000020287,EMILIO,5.74,0.74,Madera,5.51,Alta Definitiva,Almería,Almería,Andalucía,Artes menores,36,7
12629,ESP000020288,ISABEL Y LUIS,8.381333333333336,3.928666666666667,Madera,25.01,Baja Definitiva,Águilas,Murcia,Murcia,Desconocido,1,8
12630,ESP000020289,JUAN,5.3,0.97,Madera,6.62,Baja Definitiva,Águilas,Murcia,Murcia,Artes menores,11,10
12631,ESP000020291,PEPITA,6.58,2.36,Madera,36.77,Baja Definitiva,Conil,Cádiz,Andalucía,Artes menores,14,0
12632,ESP000020292,TRES HERMANAS,5.42,0.74,Madera,6.62,Baja Definitiva,Conil,Cádiz,Andalucía,Desconocido,10,8
12633,ESP000020293,ALEJANDRO Y ALFONSO,5.0,0.92,Madera,8.83,Baja Definitiva,Conil,Cádiz,Andalucía,Artes menores,11,10
12634,ESP000020294,DEVI,9.12,2.688,Madera,24.27,Baja Definitiva,Algeciras,Cádiz,Andalucía,Artes menores,5,10
12635,ESP000020295,TRES PRIMOS,8.48,4.14,Poliester,22.06,Baja Definitiva,Ceuta,Ceuta,Ceuta,Palangre,14,9
12636,ESP000020296,JOAQUINCHU,5.3,0.794,Madera,2.94,Baja Definitiva,Motrico,Gipuzkoa,País Vasco,Desconocido,4,8
12637,ESP000020297,CAROLA,7.738666666666666,1.35,Madera,25.74,Baja Definitiva,Aviles,Asturias,Asturias,Artes menores,9,10
12638,ESP000020298,KATIUSKA,5.8,0.9466666666666668,Madera,6.62,Baja Definitiva,Pasajes,Gipuzkoa,País Vasco,Desconocido,4,8
12639,ESP000020299,MARY,6.75,2.04,Madera,8.83,Baja Definitiva,Cariño,A Coruña,Galicia,Artes menores,19,0
12640,ESP000020300,VIRGEN DO CASTELO,6.0,1.12,Madera,9.56,Baja Provisional,Cariño,A Coruña,Galicia,Artes menores,36,7
12641,ESP000020301,MARGARITA,8.6,2.62,Madera,21.32,Baja Definitiva,Cariño,A Coruña,Galicia,Artes menores,33,7
12642,ESP000020302,ISLA DE SAN VICENTE,27.56,135.09,Madera,311.85,Baja Definitiva,Burela,Lugo,Galicia,Palangre,20,5
12643,ESP000020303,AMANECER,4.82,0.59,Poliester,11.77,Baja Definitiva,Mahón,Illes balears,Illes balears,Artes menores,19,9
12644,ESP000020304,ROSARIO,8.78,2.4,Poliester,27.2,Alta Definitiva,Ciudadela,Illes balears,Illes balears,Artes menores,35,3
12645,ESP000020305,VERANO AZUL TRES,6.0,2.04,Madera,18.39,Alta Definitiva,Adra,Almería,Andalucía,Artes menores,36,7
12646,ESP000020306,HERMANOS GARCIA PERLES,20.05,73.95,Acero,349.36,Baja Definitiva,Málaga,Málaga,Andalucía,Desconocido,13,5
12647,ESP000020307,JUAN SALVADOR,4.9,0.42,Madera,5.88,Baja Definitiva,Cartagena,Murcia,Murcia,Artes menores,19,0
12648,ESP000020308,JOSE Y ANTONIO,5.25,1.6533333333333335,Madera,22.06,Baja Definitiva,San Pedro del Pinatar,Murcia,Murcia,Desconocido,3,8
12649,ESP000020309,JOVEN BLAS,5.116666666666666,0.25,Madera,4.41,Baja Definitiva,Mazarron,Murcia,Murcia,Artes menores,11,10
12650,ESP000020310,CEDES,31.0,232.0,Acero,496.32,Alta Definitiva,La Guardia,Pontevedra,Galicia,Palangre,35,1
12651,ESP000020311,RUIZ Y LOPEZ,5.65,1.07,Madera,17.65,Baja Definitiva,Velez-Malaga,Málaga,Andalucía,Artes menores,26,0
12652,ESP000020312,PLAYA DA CATIVA,55.8,859.0,Acero,1066.47,Alta Definitiva,Vigo,Pontevedra,Galicia,Arrastre,35,4
12653,ESP000020313,LERCHUNDI LUIS,34.0,267.7333333333333,Acero,551.62,Baja Definitiva,Pasajes,Gipuzkoa,País Vasco,Desconocido,4,6
12654,ESP000020314,BAUTISTA,6.4,1.21,Madera,17.65,Baja Provisional,La Linea de la Concepción,Cádiz,Andalucía,Artes menores,36,7
12655,ESP000020315,TIBURON,5.61,1.27,Poliester,22.06,Alta Definitiva,Bayona,Pontevedra,Galicia,Artes menores,36,3
12656,ESP000020316,RAMON,4.7,0.6553333333333333,Madera,11.03,Baja Definitiva,Bayona,Pontevedra,Galicia,Desconocido,2,8
12657,ESP000020317,JOSE LUIS SISA,14.85,21.04733333333333,Madera,91.94,Baja Definitiva,Bayona,Pontevedra,Galicia,Desconocido,2,8
12658,ESP000020318,GOLONDRINA,4.7,0.82,Madera,4.41,Baja Definitiva,Bueu,Pontevedra,Galicia,Artes menores,11,10
12659,ESP000020319,BIENVENIDO,5.454,0.8426666666666668,Madera,5.88,Baja Definitiva,Camariñas,A Coruña,Galicia,Desconocido,1,8
12660,ESP000020320,ANGELITA,5.26,1.07,Poliester,29.41,Alta Definitiva,Cabo de Cruz - Boiro,A Coruña,Galicia,Artes menores,36,3
12661,ESP000020321,ALEX,7.95,4.13,Madera,25.74,Baja Definitiva,Carril,Pontevedra,Galicia,Artes menores,12,10
12662,ESP000020322,ASUNCION PEREZ,6.0,1.4833333333333336,Madera,25.01,Baja Definitiva,Rianjo,A Coruña,Galicia,Artes menores,3,10
12663,ESP000020324,EL CUBALIBRE,7.1,1.66,Madera,22.06,Alta Definitiva,Águilas,Murcia,Murcia,Artes menores,35,7
12664,ESP000020325,O'CACHAN,6.5,1.33,Madera,27.21,Baja Definitiva,Camelle,A Coruña,Galicia,Artes menores,15,0
12665,ESP000020326,NUEVO PANCHITA,10.1,6.68,Madera,29.41,Alta Definitiva,Camariñas,A Coruña,Galicia,Artes menores,35,7
12666,ESP000020327,ROSA DEL MAR,9.72,8.11,Madera,69.87,Baja Definitiva,San Feliu De Guixols,Girona,Cataluña,Artes menores,27,7
12667,ESP000020328,TERU,7.78,2.61,Poliester,35.29,Alta Definitiva,San Feliu De Guixols,Girona,Cataluña,Artes menores,36,3
12668,ESP000020329,ROSCA,5.15,0.78,Poliester,8.83,Alta Definitiva,San Carlos de la Rápita,Tarragona,Cataluña,Artes menores,36,3
12669,ESP000020330,TIA,7.28,1.82,Madera,29.42,Baja Definitiva,Blanes,Girona,Cataluña,Artes menores,26,0
12670,ESP000020331,MARINA,9.33,4.73,Poliester,58.82,Alta Definitiva,La Escala,Girona,Cataluña,Artes menores,36,3
12671,ESP000020332,ANNA,7.65,2.9,Madera,30.88,Baja Provisional,Rosas,Girona,Cataluña,Artes menores,36,7
12672,ESP000020335,CHINA,5.9,0.97,Madera,11.77,Baja Definitiva,Villajuan,Pontevedra,Galicia,Artes menores,9,10
12673,ESP000020336,OSCAR,6.395999999999999,2.4,Poliester,22.06,Baja Definitiva,Guetaria,Gipuzkoa,País Vasco,Artes menores,11,9
12674,ESP000020337,EPI CANDI,5.1,0.91,Poliester,9.56,Baja Definitiva,San Sebastián,Gipuzkoa,País Vasco,Artes menores,14,9
12675,ESP000020338,BADIOLA,8.954666666666666,3.622666666666667,Madera,33.1,Baja Definitiva,San Sebastián,Gipuzkoa,País Vasco,Artes menores,5,10
12676,ESP000020341,EGUNEKO OBIXE,6.0,2.96,Madera,22.06,Baja Definitiva,Ondarroa,Bizkaia,País Vasco,Artes menores,9,10
12677,ESP000020342,ARRIGORRI,7.47,2.34,Madera,22.06,Baja Definitiva,Ondarroa,Bizkaia,País Vasco,Artes menores,9,10
12678,ESP000020343,GURE ILLOBA,5.4,0.8646666666666668,Madera,4.41,Baja Definitiva,Ondarroa,Bizkaia,País Vasco,Desconocido,5,8
12679,ESP000020344,GURE NAIA,6.35,1.43,Madera,32.36,Baja Definitiva,Ondarroa,Bizkaia,País Vasco,Artes menores,10,10
12680,ESP000020345,PEÑA LORO,5.6,0.85,Madera,29.42,Baja Definitiva,San Esteban de Pravia,Asturias,Asturias,Artes menores,11,10
12681,ESP000020346,MARIA DEL CARMEN,6.340666666666667,0.56,Madera,13.24,Baja Definitiva,Burela,Lugo,Galicia,Artes menores,11,10
12682,ESP000020348,URDINTXU,5.937333333333333,1.5946666666666665,Madera,8.83,Baja Definitiva,Bermeo,Bizkaia,País Vasco,Desconocido,3,8
12683,ESP000020349,EUGENTXU,5.185333333333333,0.8086666666666668,Madera,5.15,Baja Definitiva,Bermeo,Bizkaia,País Vasco,Desconocido,2,8
12684,ESP000020350,LERCHUNDI TOMAS,37.15,302.5353333333333,Acero,551.62,Baja Definitiva,Pasajes,Gipuzkoa,País Vasco,Desconocido,4,6
12685,ESP000020351,LLAGUERA,5.0,0.47,Madera,18.39,Baja Definitiva,Barallobre,A Coruña,Galicia,Artes menores,18,0
12686,ESP000020352,SAL SI PUEDES,7.0,2.3726666666666665,Madera,13.24,Baja Definitiva,San Esteban de Pravia,Asturias,Asturias,Artes menores,4,10
12687,ESP000020353,UDARAKO,6.1,1.66,Madera,44.13,Baja Definitiva,Ondarroa,Bizkaia,País Vasco,Artes menores,8,10
12688,ESP000020354,MARIA JESUS,6.3,1.262,Poliester,20.59,Baja Definitiva,Ondarroa,Bizkaia,País Vasco,Artes menores,5,9
12689,ESP000020355,PAPARDO,5.5,1.16,Poliester,8.83,Baja Definitiva,Ondarroa,Bizkaia,País Vasco,Artes menores,15,9
12690,ESP000020356,ESCAMAS,6.4,1.65,Poliester,22.06,Baja Definitiva,Ondarroa,Bizkaia,País Vasco,Artes menores,12,9
12691,ESP000020358,LOURO,24.39,213.0,Acero,419.23,Baja Definitiva,Vigo,Pontevedra,Galicia,Desconocido,7,6
12692,ESP000020359,AN HO,6.0,1.87,Madera,66.19,Baja Definitiva,San Juan de la Arena,Asturias,Asturias,Artes menores,6,10
12693,ESP000020360,LUISITO,5.3,0.9733333333333332,Madera,12.401999999999996,Baja Definitiva,Zarauz,Gipuzkoa,País Vasco,Desconocido,4,8
12694,ESP000020361,ANDURIÑA,22.74,137.03,Madera,330.97,Baja Definitiva,La Guardia,Pontevedra,Galicia,Palangre,9,5
12695,ESP000020362,MIREIA,5.5,0.9713333333333334,Madera,28.68,Baja Definitiva,Badalona,Barcelona,Cataluña,Desconocido,4,8
12696,ESP000020364,JOSE Y DOS MARIAS,12.6,12.67,Madera,80.9,Baja Definitiva,Punta Umbria,Huelva,Andalucía,Artes menores,18,0
12697,ESP000020365,MONTE IXKULIN,28.6,92.04933333333334,Acero,294.2,Baja Definitiva,Marin,Pontevedra,Galicia,Desconocido,4,6
12698,ESP000020366,MARI PEDRO,6.2,1.2,Madera,4.41,Baja Definitiva,Caleta del Sebo,Las Palmas,Canarias,Artes menores,18,0
12699,ESP000020367,MIGUEL ANGEL,5.95,1.07,Madera,6.62,Baja Definitiva,Caleta del Sebo,Las Palmas,Canarias,Artes menores,18,0
12700,ESP000020368,MAR DEL NORTE,28.6,82.61066666666667,Madera,176.52,Baja Definitiva,Vigo,Pontevedra,Galicia,Desconocido,4,5
12701,ESP000020369,JOSE ALBERTO,6.05,1.17,Madera,8.09,Baja Definitiva,Caleta del Sebo,Las Palmas,Canarias,Artes menores,16,0
12702,ESP000020370,MODESTO ANTONIO,18.55,36.56933333333333,Madera,143.42,Baja Definitiva,Santa Marta de Ortigueira,A Coruña,Galicia,Desconocido,4,8
12703,ESP000020377,LIBERTAD,11.51,8.09,Madera,72.08,Baja Definitiva,Caleta del Sebo,Las Palmas,Canarias,Artes menores,19,0
12704,ESP000020378,MIS CINCO CARIÑOS,6.0,0.902,Madera,4.41,Baja Definitiva,Pasajes,Gipuzkoa,País Vasco,Desconocido,4,8
12705,ESP000020379,CAZON,5.05,0.62,Madera,4.26,Alta Definitiva,Puerto del Carmen,Las Palmas,Canarias,Artes menores,36,7
12706,ESP000020380,MARI LO,5.2,0.6173333333333332,Madera,4.41,Baja Definitiva,Pasajes,Gipuzkoa,País Vasco,Desconocido,4,8
12707,ESP000020383,BES,4.842666666666667,0.58,Madera,2.94,Baja Definitiva,La Puebla del Caramiñal,A Coruña,Galicia,Artes menores,11,10
12708,ESP000020384,JUMA,4.7,0.64,Madera,3.68,Baja Definitiva,La Puebla del Caramiñal,A Coruña,Galicia,Artes menores,14,0
12709,ESP000020386,MELCHOR,8.7,2.3666666666666667,Madera,20.59,Baja Definitiva,Pasajes,Gipuzkoa,País Vasco,Desconocido,4,8
12710,ESP000020388,SAN PEDRO,6.816,1.4,Madera,19.86,Baja Definitiva,Orio,Gipuzkoa,País Vasco,Artes menores,7,10
12711,ESP000020389,DOLORES,8.55,2.96,Madera,16.92,Baja Definitiva,Pasajes,Gipuzkoa,País Vasco,Artes menores,20,0
12712,ESP000020390,INMA,5.98,1.5240000000000002,Poliester,22.8,Baja Definitiva,Ondarroa,Bizkaia,País Vasco,Desconocido,5,8
12713,ESP000020391,CHURRUCA,5.52,1.58,Poliester,20.59,Baja Definitiva,Ondarroa,Bizkaia,País Vasco,Artes menores,5,9
12714,ESP000020392,TITON,4.2,0.55,Madera,3.68,Baja Definitiva,Muros,A Coruña,Galicia,Artes menores,9,10
12715,ESP000020393,SALOME PICOS,6.75,1.95,Madera,1.47,Baja Definitiva,Espasante,A Coruña,Galicia,Artes menores,10,10
12716,ESP000020394,JUANY,4.7,1.27,Madera,7.35,Baja Definitiva,Santa Eugenia de Riveira,A Coruña,Galicia,Artes menores,11,10
12717,ESP000020395,MAGALIA,5.097333333333333,0.65,Madera,2.94,Baja Definitiva,Muros,A Coruña,Galicia,Artes menores,10,10
12718,ESP000020396,NUEVA REGATA,5.4,1.08,Poliester,18.38,Alta Definitiva,Noia,A Coruña,Galicia,Artes menores,36,3
12719,ESP000020397,MARIA BEATRIZ,7.047333333333333,1.71,Madera,12.5,Baja Definitiva,Santander,Cantabria,Cantabria,Artes menores,11,10
12720,ESP000020398,ALBORADA,5.9,1.32,Madera,22.06,Baja Definitiva,San Juan de la Arena,Asturias,Asturias,Artes menores,19,0
12721,ESP000020399,RAFA,5.0,0.68,Madera,5.88,Baja Definitiva,San Esteban de Pravia,Asturias,Asturias,Artes menores,19,0
12722,ESP000020400,VICENTE,5.8,0.95,Madera,7.35,Baja Definitiva,Mugardos,A Coruña,Galicia,Artes menores,17,0
12723,ESP000020401,FILUCHA,4.2,0.6,Madera,5.15,Baja Definitiva,Mugardos,A Coruña,Galicia,Artes menores,15,0
12724,ESP000020402,ALMUDENA,5.65,0.87,Madera,7.35,Baja Definitiva,San Esteban de Pravia,Asturias,Asturias,Artes menores,11,10
12725,ESP000020403,ROSA MARY,4.67,0.58,Madera,7.35,Baja Definitiva,Cambados,Pontevedra,Galicia,Artes menores,19,0
12726,ESP000020404,NUBE ROJA,7.3,2.42,Madera,13.24,Baja Definitiva,Luanco,Asturias,Asturias,Artes menores,14,0
12727,ESP000020405,ANDRA MARY,4.48,0.45,Madera,5.15,Baja Definitiva,Gijon,Asturias,Asturias,Artes menores,21,0
12728,ESP000020406,OSIRIS,4.45,0.57,Madera,7.35,Baja Definitiva,Tapia de Casariego,Asturias,Asturias,Artes menores,7,10
12729,ESP000020407,MAREAXE SEGUNDO,4.0,0.46,Madera,21.33,Baja Definitiva,San Juan de la Arena,Asturias,Asturias,Artes menores,9,10
12730,ESP000020408,PERDIGON,9.8,6.39,Madera,58.1,Baja Definitiva,Chipiona,Cádiz,Andalucía,Artes menores,16,0
12731,ESP000020409,EMILIO Y JUAN,7.2,2.17,Madera,29.42,Baja Definitiva,San Fernando,Cádiz,Andalucía,Artes menores,16,0
12732,ESP000020410,GADIPESCA UNO,32.0,170.0,Acero,242.71,Baja Definitiva,Cadiz,Cádiz,Andalucía,Desconocido,7,6
12733,ESP000020411,CECILIA,12.93,14.05,Madera,102.94,Alta Definitiva,Arguineguín,Las Palmas,Canarias,Artes menores,36,7
12734,ESP000020413,NIÑO MARCHENA,7.27,1.9,Madera,9.56,Alta Definitiva,Playa Blanca,Las Palmas,Canarias,Artes menores,36,7
12735,ESP000020414,MARIA DE LAS NIEVES,7.01,1.62,Madera,38.27,Alta Definitiva,Castillo del Romeral,Las Palmas,Canarias,Artes menores,36,7
12736,ESP000020415,PEPE,11.22,8.48,Madera,88.24,Baja Provisional,Caleta del Sebo,Las Palmas,Canarias,Artes menores,37,7
12737,ESP000020416,JUANITO,6.51,1.44,Madera,21.33,Alta Definitiva,Puerto del Carmen,Las Palmas,Canarias,Artes menores,36,7
12738,ESP000020417,JOVEN DOMINGO,4.45,0.4,Madera,6.62,Baja Definitiva,Arrecife de Lanzarote,Las Palmas,Canarias,Artes menores,11,10
12739,ESP000020418,BONANZA,9.0,3.72,Madera,84.58,Baja Definitiva,Arrecife de Lanzarote,Las Palmas,Canarias,Artes menores,18,0
12740,ESP000020419,TRINIDAD,7.0,1.69,Poliester,12.5,Alta Definitiva,Playa Blanca,Las Palmas,Canarias,Artes menores,36,3
12741,ESP000020420,NUMERO TREINTA Y CUATRO,7.45,1.23,Madera,8.09,Baja Definitiva,La Restinga,Santa Cruz de Tenerife,Canarias,Artes menores,15,0
12742,ESP000020421,NUMERO 30,6.75,1.15,Madera,25.0,Alta Definitiva,La Estaca,Santa Cruz de Tenerife,Canarias,Artes menores,36,7
12743,ESP000020422,LOURDES,7.22,1.73,Madera,8.83,Baja Definitiva,La Estaca,Santa Cruz de Tenerife,Canarias,Artes menores,26,0
12744,ESP000020423,LEON,7.72,1.85,Madera,24.63,Alta Definitiva,La Restinga,Santa Cruz de Tenerife,Canarias,Artes menores,36,7
12745,ESP000020424,ADJONA,6.31,1.4,Madera,21.32,Alta Definitiva,Santa Cruz de Tenerife,Santa Cruz de Tenerife,Canarias,Artes menores,36,7
12746,ESP000020425,SAN JUAN,5.15,0.5,Madera,4.41,Baja Definitiva,La Restinga,Santa Cruz de Tenerife,Canarias,Artes menores,11,10
12747,ESP000020426,EL CARMELA I,7.1,2.11,Madera,22.8,Alta Definitiva,Las Palmas - Puerto de la Luz,Las Palmas,Canarias,Artes menores,36,7
12748,ESP000020427,ROSI,6.67,0.73,Madera,14.71,Baja Definitiva,Castillo del Romeral,Las Palmas,Canarias,Artes menores,11,10
12749,ESP000020428,NUESTRA SEÑORA DEL PINO,8.1,2.81,Madera,27.21,Alta Definitiva,Caleta del Sebo,Las Palmas,Canarias,Artes menores,36,7
12750,ESP000020429,MARIA DE LAS NIEVES,7.2,1.79,Madera,20.59,Alta Definitiva,Las Palmas - Puerto de la Luz,Las Palmas,Canarias,Artes menores,36,7
12751,ESP000020430,MARIA DEL PINO,7.2,1.75,Poliester,6.62,Baja Definitiva,Agaete,Las Palmas,Canarias,Artes menores,23,9
12752,ESP000020431,MAROSY,7.85,1.81,Poliester,10.52,Baja Definitiva,Taliarte - Melenara,Las Palmas,Canarias,Artes menores,23,9
12753,ESP000020432,MANUEL,7.11,1.31,Poliester,26.48,Baja Definitiva,Las Palmas - Puerto de la Luz,Las Palmas,Canarias,Artes menores,33,3
12754,ESP000020433,MARIPOSA DE LUZ,6.11,0.89,Madera,11.03,Baja Definitiva,La Aldea,Las Palmas,Canarias,Artes menores,19,0
12755,ESP000020434,FRANCISCA,6.0,0.81,Madera,2.94,Baja Definitiva,Las Palmas - Puerto de la Luz,Las Palmas,Canarias,Artes menores,19,0
12756,ESP000020435,JOVEN ANTONIA,7.11,1.34,Madera,18.39,Baja Definitiva,Las Palmas - Puerto de la Luz,Las Palmas,Canarias,Artes menores,20,0
12757,ESP000020436,JOSE JUAN,5.5,0.57,Madera,4.41,Baja Definitiva,Las Palmas - Puerto de la Luz,Las Palmas,Canarias,Artes menores,19,0
12758,ESP000020437,EL CANARIO,7.1,1.23,Poliester,18.38,Baja Definitiva,Los Abrigos,Santa Cruz de Tenerife,Canarias,Artes menores,33,3
