cfr,nombre,fc_alta_rgfp,eslora_total,arqueo_gt,material_casco,potencia_kw,estado_rgfp,fc_estado,Puerto,Provincia,Comunidad Autónoma,Tipo de Arte
ESP000051917,POLVORA,1989-05-10,6.05,1.37,Fibra de Vidrio/Plástico,22.06,Alta Definitiva,1989-05-10,La Guardia,Pontevedra,Galicia,Artes menores
ESP000051918,CELIA,1989-05-10,4.85,0.73,Madera,5.88,Baja Definitiva,2011-12-15,La Guardia,Pontevedra,Galicia,Artes menores
ESP000051919,ANA MARIA,1989-05-10,4.6,0.78,Madera,11.03,Baja Definitiva,2005-05-11,Moaña,Pontevedra,Galicia,Artes menores
ESP000051920,MARIO,1989-05-10,4.74,0.65,Madera,11.03,Baja Definitiva,2008-06-24,La Guardia,Pontevedra,Galicia,Artes menores
ESP000051921,BENITO,1989-05-10,4.4,0.56,Madera,4.41,Baja Definitiva,2004-02-11,Bayona,Pontevedra,Galicia,Artes menores
ESP000051922,ISABEL,1989-05-10,4.75,0.7,Madera,11.03,Baja Definitiva,2007-05-29,La Guardia,Pontevedra,Galicia,Artes menores
ESP000051923,CARMELA,1989-05-10,4.0,0.32,Madera,2.94,Baja Definitiva,2006-05-08,La Coruña,A Coruña,Galicia,Artes menores
ESP000051924,ELVIRA,1989-05-10,4.32,0.66,Poliester,7.28,Alta Definitiva,1989-05-10,La Coruña,A Coruña,Galicia,Artes menores
ESP000051925,FELIX,1989-05-10,3.4,0.29,Madera,7.846000000000001,Baja Definitiva,2008-06-02,La Coruña,A Coruña,Galicia,Artes menores
ESP000051926,MARIA ISABEL,1989-05-10,3.898000000000001,0.32,Madera,7.697333333333333,Baja Definitiva,1999-04-19,La Coruña,A Coruña,Galicia,Artes menores
ESP000051927,YOLI,1989-05-10,6.15,0.79,Madera,26.48,Baja Definitiva,2003-05-29,La Coruña,A Coruña,Galicia,Artes menores
ESP000051928,JAIME,1989-05-10,4.72,0.68,Poliester,18.38,Alta Definitiva,2024-02-09,Ferrol,A Coruña,Galicia,Artes menores
ESP000051929,DORINDA,1989-05-10,4.2,0.33,Madera,7.35,Baja Definitiva,2006-03-08,La Coruña,A Coruña,Galicia,Artes menores
ESP000051930,PILAR,1989-05-10,3.5,0.48,Madera,8.825333333333333,Baja Definitiva,2008-06-02,La Coruña,A Coruña,Galicia,Artes menores
ESP000051931,VICTORIA,1989-05-10,3.5,0.26,Madera,7.501333333333333,Baja Definitiva,2008-06-02,La Coruña,A Coruña,Galicia,Artes menores
ESP000051932,AMPARO,1989-05-10,4.5,0.28,Madera,9.118666666666666,Baja Definitiva,2008-05-06,La Coruña,A Coruña,Galicia,Artes menores
ESP000051933,MARIVI,1989-05-10,4.0,0.33,Madera,5.786,Baja Definitiva,2008-06-02,La Coruña,A Coruña,Galicia,Artes menores
ESP000051934,MARIA DEL CARMEN,1989-05-10,3.274,0.16,Madera,5.196666666666666,Baja Definitiva,1999-03-17,La Coruña,A Coruña,Galicia,Artes menores
ESP000051935,JOSEFA,1989-05-10,3.54,0.27,Madera,6.717333333333332,Baja Definitiva,2008-06-02,La Coruña,A Coruña,Galicia,Artes menores
ESP000051936,CARMIÑA,1989-05-10,4.8,0.68,Madera,8.187333333333333,Baja Definitiva,2003-03-05,La Coruña,A Coruña,Galicia,Artes menores
ESP000051937,MARY CARMEN,1989-05-10,4.56,0.27,Madera,7.551333333333334,Baja Definitiva,2005-02-02,La Coruña,A Coruña,Galicia,Artes menores
ESP000051938,SUSA I,1989-05-10,3.6786666666666665,0.25,Madera,4.559333333333333,Baja Definitiva,2001-03-13,La Coruña,A Coruña,Galicia,Artes menores
ESP000051939,MARUJA,1989-05-10,3.429333333333333,0.24,Madera,6.226000000000001,Baja Definitiva,1995-07-12,La Coruña,A Coruña,Galicia,Artes menores
ESP000051940,PILAR,1989-05-10,3.6,0.34,Madera,4.952,Baja Definitiva,2008-06-02,La Coruña,A Coruña,Galicia,Artes menores
ESP000051941,MARIA DEL CARMEN,1989-05-10,3.5,0.32,Madera,3.68,Alta Definitiva,1989-05-10,La Coruña,A Coruña,Galicia,Artes menores
ESP000051942,CARMEN,1989-05-10,4.0,0.38,Madera,9.364666666666665,Baja Definitiva,2008-06-02,La Coruña,A Coruña,Galicia,Artes menores
ESP000051943,FINA,1989-05-10,4.1,0.43,Madera,2.94,Baja Definitiva,2008-06-02,La Coruña,A Coruña,Galicia,Artes menores
ESP000051944,MARIA LUISA,1989-05-10,3.681333333333334,0.28,Madera,7.7953333333333354,Baja Definitiva,2000-01-13,La Coruña,A Coruña,Galicia,Artes menores
ESP000051945,MARIA LUISA,1989-05-10,4.5,0.43,Madera,2.94,Baja Definitiva,2008-06-02,La Coruña,A Coruña,Galicia,Artes menores
ESP000051946,SARITA,1989-05-10,4.0,0.35,Madera,2.94,Baja Definitiva,2008-06-02,La Coruña,A Coruña,Galicia,Artes menores
ESP000051947,AGUSTINA,1989-05-10,4.32,0.6,Poliester,10.29,Alta Definitiva,2024-06-04,La Coruña,A Coruña,Galicia,Artes menores
ESP000051948,JOSE,1989-05-10,3.0,0.26,Madera,6.032000000000001,Baja Definitiva,2000-10-26,Bayona,Pontevedra,Galicia,Artes menores
ESP000051949,LINO SEGUNDO,1989-05-10,4.1,0.45,Madera,3.68,Baja Definitiva,2000-10-26,Bayona,Pontevedra,Galicia,Artes menores
ESP000051950,MARCOS,1989-05-10,4.7,0.75,Madera,9.162666666666667,Baja Definitiva,2007-04-02,Bayona,Pontevedra,Galicia,Artes menores
ESP000051951,MARIA BELEN,1989-05-10,4.02,0.44,Madera,5.1979999999999995,Baja Definitiva,2003-06-25,Bayona,Pontevedra,Galicia,Artes menores
ESP000051952,MARIA CELESTE,1989-05-10,4.8,0.6,Madera,7.843999999999998,Baja Definitiva,2000-10-26,Bayona,Pontevedra,Galicia,Artes menores
ESP000051953,MARIA ELDA,1989-05-10,4.45,0.73,Madera,7.355333333333335,Baja Definitiva,2024-10-24,El Grove,Pontevedra,Galicia,Artes menores
ESP000051954,MANRIQUE,1989-05-10,4.2,0.43,Madera,3.68,Baja Definitiva,2000-10-26,Bayona,Pontevedra,Galicia,Artes menores
ESP000051955,MARY JULIA,1989-05-10,4.6,0.54,Madera,6.423333333333335,Baja Definitiva,2000-10-26,Bayona,Pontevedra,Galicia,Artes menores
ESP000051956,MIGUEL,1989-05-10,4.65,0.72,Madera,11.424000000000001,Baja Definitiva,2000-10-26,Bayona,Pontevedra,Galicia,Artes menores
ESP000051957,MOLY,1989-05-10,3.8,0.43,Madera,5.88,Baja Definitiva,2001-03-13,Bayona,Pontevedra,Galicia,Artes menores
ESP000051958,MONICA,1989-05-10,4.25,0.48,Madera,11.03,Baja Definitiva,1995-01-20,La Guardia,Pontevedra,Galicia,Artes menores
ESP000051959,MONTAÑA,1989-05-10,5.45,1.0719999999999998,Madera,15.001333333333333,Baja Definitiva,1994-02-01,Bayona,Pontevedra,Galicia,Desconocido
ESP000051960,MUSICO,1989-05-10,4.7,0.73,Poliester,18.39,Baja Definitiva,2006-09-18,El Grove,Pontevedra,Galicia,Artes menores
ESP000051961,NIEVES,1989-05-10,4.25,0.51,Madera,2.94,Baja Definitiva,2001-03-13,Bayona,Pontevedra,Galicia,Artes menores
ESP000051962,OLI,1989-05-10,4.95,0.78,Madera,11.031333333333334,Baja Definitiva,2001-03-13,Bayona,Pontevedra,Galicia,Artes menores
ESP000051963,PATOS,1989-05-10,4.2,0.52,Madera,5.88,Baja Definitiva,1995-11-30,Bayona,Pontevedra,Galicia,Artes menores
ESP000051964,PAZ,1989-05-10,4.8,0.71,Madera,3.68,Baja Definitiva,2000-10-26,Bayona,Pontevedra,Galicia,Artes menores
ESP000051965,PILAR,1989-05-10,4.1,0.53,Madera,5.15,Baja Definitiva,1998-02-24,Bayona,Pontevedra,Galicia,Artes menores
ESP000051966,ROMPEOLAS,1989-05-10,4.5,0.56,Madera,5.88,Baja Definitiva,2001-03-13,Bayona,Pontevedra,Galicia,Artes menores
ESP000051967,ROSARIO,1989-05-10,5.05,1.01,Poliester,14.71,Alta Definitiva,1989-05-10,La Guardia,Pontevedra,Galicia,Artes menores
ESP000051968,NUEVO PACHAN,1989-05-10,5.32,1.09,Poliester,22.06,Baja Definitiva,2024-01-24,Bayona,Pontevedra,Galicia,Artes menores
ESP000051969,PEPA,1989-05-10,5.6,0.7,Madera,8.83,Baja Definitiva,2003-09-02,Noia,A Coruña,Galicia,Artes menores
ESP000051970,REX,1989-05-10,4.279333333333333,0.4,Madera,3.68,Baja Definitiva,1998-05-28,Noia,A Coruña,Galicia,Artes menores
ESP000051971,BRASILEIRO,1989-05-10,6.3,1.46,Madera,4.41,Baja Definitiva,1998-11-05,Noia,A Coruña,Galicia,Artes menores
ESP000051972,CUACO,1989-05-10,6.0,1.33,Madera,6.62,Baja Definitiva,2006-05-26,Noia,A Coruña,Galicia,Artes menores
ESP000051973,MARIA ELENA,1989-05-10,5.16,0.45,Madera,8.83,Baja Definitiva,2004-11-17,Puerto del Son,A Coruña,Galicia,Artes menores
ESP000051974,XA,1989-05-10,6.0,0.77,Madera,3.68,Baja Definitiva,1998-07-17,Noia,A Coruña,Galicia,Artes menores
ESP000051975,INSUA MARTINEZ,1989-05-10,5.066666666666666,0.63,Madera,2.94,Baja Definitiva,2001-03-13,Noia,A Coruña,Galicia,Artes menores
ESP000051976,M P,1989-05-10,6.32,0.85,Madera,8.83,Baja Definitiva,2007-04-18,Noia,A Coruña,Galicia,Artes menores
ESP000051977,BONI BONI,1989-05-10,5.96,1.33,Poliester,22.06,Alta Definitiva,2007-09-07,Noia,A Coruña,Galicia,Artes menores
ESP000051978,ARGENTINA,1989-05-10,7.1,1.55,Madera,5.88,Baja Definitiva,2003-01-30,Noia,A Coruña,Galicia,Artes menores
ESP000051979,DIMAS,1989-05-10,5.86,0.76,Madera,8.09,Alta Definitiva,1989-05-10,Noia,A Coruña,Galicia,Artes menores
ESP000051980,CANDIDA,1989-05-10,6.006666666666667,1.86,Madera,7.35,Baja Definitiva,1999-07-14,Noia,A Coruña,Galicia,Artes menores
ESP000051981,PEREGRINA,1989-05-10,4.0,0.35,Madera,5.148666666666666,Baja Definitiva,2019-06-06,Bueu,Pontevedra,Galicia,Artes menores
ESP000051982,CARMIÑA,1989-05-10,3.4,0.6020000000000001,Madera,3.68,Baja Definitiva,1992-10-15,Bueu,Pontevedra,Galicia,Desconocido
ESP000051984,ANA MARIA,1989-05-10,3.4,0.34,Madera,6.962666666666666,Baja Definitiva,2001-02-07,Bueu,Pontevedra,Galicia,Artes menores
ESP000051985,UDRA,1989-05-10,3.65,0.29,Madera,4.41,Baja Definitiva,2001-03-13,Bueu,Pontevedra,Galicia,Artes menores
ESP000051986,CELI,1989-05-10,4.63,0.63,Madera,29.42,Baja Definitiva,2001-02-12,Bueu,Pontevedra,Galicia,Artes menores
ESP000051987,MARIA DEL CARMEN,1989-05-10,3.45,0.28,Madera,7.208666666666667,Baja Definitiva,2000-12-13,Bueu,Pontevedra,Galicia,Artes menores
ESP000051988,COBRA,1989-05-10,4.4,0.69,Poliester,22.06,Baja Definitiva,2022-11-09,Cangas,Pontevedra,Galicia,Artes menores
ESP000051990,FINITA II,1989-05-10,4.18,0.42,Madera,18.39,Baja Definitiva,2008-04-03,Bueu,Pontevedra,Galicia,Artes menores
ESP000051991,MARI FE,1989-05-10,4.92,0.79,Poliester,18.38,Alta Definitiva,2009-10-05,Bueu,Pontevedra,Galicia,Artes menores
ESP000051992,ELOY,1989-05-10,3.7,0.36,Madera,8.137333333333332,Baja Definitiva,2000-12-05,Bueu,Pontevedra,Galicia,Artes menores
ESP000051993,GALERNA,1989-05-10,4.1,0.44,Madera,5.736000000000001,Baja Definitiva,2008-07-10,Bueu,Pontevedra,Galicia,Artes menores
ESP000051994,CHARO,1989-05-10,5.36,1.24,Poliester,22.06,Baja Provisional,2020-01-09,Bueu,Pontevedra,Galicia,Artes menores
ESP000051995,FRAN,1989-05-10,4.25,0.46,Madera,18.39,Baja Definitiva,2006-04-28,Bueu,Pontevedra,Galicia,Artes menores
ESP000051996,ANA,1989-05-10,3.6,0.3,Madera,18.39,Baja Definitiva,2003-12-22,Bueu,Pontevedra,Galicia,Artes menores
ESP000051997,BENITA,1989-05-10,3.6,0.23,Madera,7.942666666666667,Baja Definitiva,2000-12-26,Bueu,Pontevedra,Galicia,Artes menores
ESP000051998,MARIA,1989-05-10,4.75,0.76,Madera,2.94,Baja Definitiva,2006-09-06,El Grove,Pontevedra,Galicia,Artes menores
ESP000051999,AGUSTIN,1989-05-10,4.98,1.01,Madera,14.217333333333334,Baja Definitiva,2018-06-26,Aldan-Hio,Pontevedra,Galicia,Artes menores
ESP000052000,ANGELA,1989-05-10,5.5,0.68,Madera,10.886000000000001,Baja Definitiva,2008-07-10,Bueu,Pontevedra,Galicia,Artes menores
ESP000052001,MARIA ROSA,1989-05-10,4.06,0.45,Madera,10.098666666666666,Baja Definitiva,1996-07-12,Bueu,Pontevedra,Galicia,Artes menores
ESP000052002,SOL DE ORO,1989-05-10,3.6,0.35,Madera,5.589333333333333,Baja Definitiva,2001-03-13,Bueu,Pontevedra,Galicia,Artes menores
ESP000052003,JUDIT,1989-05-10,3.65,0.3466666666666667,Madera,7.598,Baja Definitiva,1992-10-15,Bueu,Pontevedra,Galicia,Desconocido
ESP000052004,LOURDITAS,1989-05-10,4.08,0.41,Madera,4.363333333333333,Baja Definitiva,2008-07-10,Bueu,Pontevedra,Galicia,Artes menores
ESP000052005,LOLA,1989-05-10,4.13,0.38,Madera,1.47,Baja Definitiva,2009-11-16,Bueu,Pontevedra,Galicia,Artes menores
ESP000052006,MARINA,1989-05-10,4.15,0.33,Madera,6.521333333333333,Baja Definitiva,2008-07-18,Marin,Pontevedra,Galicia,Artes menores
ESP000052007,SEIS HERMANOS,1989-05-10,4.5,0.53,Madera,5.88,Baja Definitiva,1997-09-22,Bueu,Pontevedra,Galicia,Artes menores
ESP000052008,MARIA DEL CARMEN,1989-05-10,3.78,0.59,Madera,7.647333333333331,Baja Definitiva,2008-07-21,Rajo,Pontevedra,Galicia,Artes menores
ESP000052009,TEMPESTAD,1989-05-10,4.3,0.34,Madera,7.501333333333335,Baja Definitiva,2008-07-22,Pontevedra,Pontevedra,Galicia,Artes menores
ESP000052010,XA ERA TEMPO,1989-05-10,5.0,0.74,Madera,11.03,Baja Definitiva,2011-12-15,Portonovo,Pontevedra,Galicia,Artes menores
ESP000052011,LOLITA,1989-05-10,4.72,0.56,Madera,2.94,Baja Definitiva,1999-09-23,Pontevedra,Pontevedra,Galicia,Artes menores
ESP000052012,EBENECER,1989-05-10,5.75,1.6,Fibra de Vidrio/Plástico,22.06,Alta Definitiva,1989-05-10,Marin,Pontevedra,Galicia,Artes menores
ESP000052013,DELFIN,1989-05-10,4.3,0.38,Madera,9.167333333333335,Baja Definitiva,2005-05-18,Pontevedra,Pontevedra,Galicia,Artes menores
ESP000052014,DEIXAR PASO,1989-05-10,5.0,0.5,Madera,12.697333333333335,Baja Definitiva,2017-07-19,Pontevedra,Pontevedra,Galicia,Artes menores
ESP000052015,DEIXA ANDAR,1989-05-10,4.5,0.51,Madera,11.03,Baja Definitiva,2006-06-08,Pontevedra,Pontevedra,Galicia,Artes menores
ESP000052016,AVE DEL MAR,1989-05-10,4.52,0.54,Madera,7.732666666666668,Baja Definitiva,2001-03-13,Campelo,Pontevedra,Galicia,Artes menores
ESP000052017,EL PIRATA,1989-05-10,4.39,0.69,Madera,6.326,Baja Definitiva,2003-01-20,Rajo,Pontevedra,Galicia,Artes menores
ESP000052018,MAR DEL SOL,1989-05-10,4.0,0.34,Poliester,22.06,Baja Definitiva,1997-08-01,Campelo,Pontevedra,Galicia,Artes menores
ESP000052019,FANDIÑO,1989-05-10,5.1,0.59,Poliester,22.06,Baja Definitiva,2005-10-17,Marin,Pontevedra,Galicia,Artes menores
ESP000052020,ARTURITO,1989-05-10,4.2,0.5,Madera,6.667333333333334,Baja Definitiva,2001-03-13,Combarro,Pontevedra,Galicia,Artes menores
ESP000052021,MARIA,1989-05-10,5.0,0.46,Madera,14.170000000000003,Baja Definitiva,2008-07-10,Campelo,Pontevedra,Galicia,Artes menores
ESP000052022,MONCHO,1989-05-10,3.4,0.36,Madera,7.35,Baja Definitiva,2005-06-06,Combarro,Pontevedra,Galicia,Artes menores
ESP000052023,SOLE,1989-05-10,4.5,0.43,Madera,6.667333333333333,Baja Definitiva,2001-03-13,Combarro,Pontevedra,Galicia,Artes menores
ESP000052024,CLORINDA,1989-05-10,4.8,0.66,Madera,7.701999999999998,Baja Definitiva,2005-05-11,Combarro,Pontevedra,Galicia,Artes menores
ESP000052025,CALIPSO,1989-05-10,4.15,0.41,Madera,4.461333333333333,Baja Definitiva,2008-07-22,Pontevedra,Pontevedra,Galicia,Artes menores
ESP000052026,CARMEN,1989-05-10,4.25,0.47,Madera,11.668666666666665,Baja Definitiva,2001-03-13,Combarro,Pontevedra,Galicia,Artes menores
ESP000052028,NUESTRA SEÑORA DEL CARMEN,1989-05-10,4.7,0.48,Madera,11.227333333333336,Baja Definitiva,2011-12-15,Campelo,Pontevedra,Galicia,Artes menores
ESP000052029,PATRICIA,1989-05-10,4.8,1.8,Poliester,22.06,Baja Definitiva,1999-09-23,Pontevedra,Pontevedra,Galicia,Artes menores
ESP000052030,MARIA DEL CARMEN,1989-05-10,4.0,0.38,Madera,9.364666666666665,Baja Definitiva,2008-07-22,Pontevedra,Pontevedra,Galicia,Artes menores
ESP000052031,CISNE DE PLATA,1989-05-10,4.2,0.46,Madera,22.06,Baja Definitiva,1997-02-26,Rajo,Pontevedra,Galicia,Artes menores
ESP000052032,MARIA DE LAS MERCEDES,1989-05-10,4.5,0.43,Madera,6.667333333333333,Baja Definitiva,2000-07-05,Pontevedra,Pontevedra,Galicia,Artes menores
ESP000052033,CANDIDA,1989-05-10,5.32,1.04,Poliester,18.39,Baja Definitiva,2015-05-07,Pontevedra,Pontevedra,Galicia,Artes menores
ESP000052034,MARIA DEL MAR,1989-05-10,4.5,0.59,Madera,8.185999999999998,Baja Definitiva,2008-07-22,Pontevedra,Pontevedra,Galicia,Artes menores
ESP000052035,NORITA,1989-05-10,3.65,0.3,Madera,6.717333333333334,Baja Definitiva,2001-03-13,Combarro,Pontevedra,Galicia,Artes menores
ESP000052036,TRES AMIGOS,1989-05-10,4.1,0.51,Madera,7.796,Baja Definitiva,2001-03-13,Combarro,Pontevedra,Galicia,Artes menores
ESP000052037,MODESTO,1989-05-10,4.0,0.4,Madera,18.39,Baja Definitiva,1996-06-27,Campelo,Pontevedra,Galicia,Artes menores
ESP000052038,ES MIA,1989-05-10,3.75,0.55,Madera,4.41,Baja Definitiva,2010-07-07,Campelo,Pontevedra,Galicia,Artes menores
ESP000052039,VEN E MIRA,1989-05-10,8.0,3.98,Madera,27.57,Baja Provisional,2024-02-27,Bueu,Pontevedra,Galicia,Artes menores
ESP000052040,CARMEN,1989-05-10,5.0,0.8,Madera,7.35,Baja Definitiva,2005-10-27,Rajo,Pontevedra,Galicia,Artes menores
ESP000052041,CHATA,1989-05-10,5.27,0.98,Poliester,11.03,Alta Definitiva,2018-11-12,Arcade,Pontevedra,Galicia,Artes menores
ESP000052042,ESTRELLA DEL NORTE,1989-05-10,4.0,0.6,Madera,5.982,Baja Definitiva,2004-05-03,Pontevedra,Pontevedra,Galicia,Artes menores
ESP000052043,TRES HERMANOS,1989-05-10,4.3,0.52,Madera,6.471333333333335,Baja Definitiva,2003-01-20,Portonovo,Pontevedra,Galicia,Artes menores
ESP000052044,ELOISA,1989-05-10,4.0,0.25,Madera,6.0806666666666676,Baja Definitiva,2008-07-10,Cangas,Pontevedra,Galicia,Artes menores
ESP000052045,FLIPPER,1989-05-10,3.99,0.51,Poliester,5.15,Baja Definitiva,2008-07-18,Marin,Pontevedra,Galicia,Artes menores
ESP000052046,CONDE DEL GROVE NUMERO CUATRO,1989-05-10,4.4,0.54,Madera,8.432,Baja Definitiva,2001-03-13,El Grove,Pontevedra,Galicia,Artes menores
ESP000052047,MARISA,1989-05-10,5.121333333333334,1.83,Madera,6.62,Baja Definitiva,2001-03-13,Noia,A Coruña,Galicia,Artes menores
ESP000052048,FRANCISCA,1989-05-10,5.4,1.36,Poliester,14.71,Baja Definitiva,2021-06-23,Mugardos,A Coruña,Galicia,Artes menores
ESP000052049,SIRENA,1989-05-10,6.4,2.84,Madera,9.56,Baja Definitiva,1999-04-12,Finisterre,A Coruña,Galicia,Artes menores
ESP000052050,NESPRY,1989-05-10,4.5,0.35,Madera,5.15,Baja Definitiva,2006-05-23,La Coruña,A Coruña,Galicia,Artes menores
ESP000052051,MARIA,1989-05-10,4.5,0.37,Madera,44.13,Baja Definitiva,2007-05-07,La Coruña,A Coruña,Galicia,Artes menores
ESP000052052,SUSO,1989-05-10,4.6259999999999994,0.56,Madera,6.569999999999999,Baja Definitiva,2000-05-19,Miño,A Coruña,Galicia,Artes menores
ESP000052053,MARI,1989-05-10,7.8,3.6,Poliester,26.47,Baja Definitiva,2022-05-17,Noia,A Coruña,Galicia,Artes menores
ESP000052054,CRUZ DEL SUR,1989-05-10,5.0,0.92,Poliester,18.38,Alta Definitiva,1989-05-10,Mugia,A Coruña,Galicia,Artes menores
ESP000052055,CORNETA,1989-05-10,5.4,1.15,Poliester,18.38,Alta Definitiva,1989-05-10,Ferrol,A Coruña,Galicia,Artes menores
ESP000052056,AHI ESTA,1989-05-10,4.342666666666667,0.28,Madera,3.68,Baja Definitiva,2001-03-13,La Coruña,A Coruña,Galicia,Artes menores
ESP000052057,JOFER,1989-05-10,5.4,0.97,Madera,4.41,Baja Definitiva,2022-01-19,La Coruña,A Coruña,Galicia,Artes menores
ESP000052058,PILAR,1989-05-10,3.9,0.26,Madera,2.94,Baja Definitiva,2008-06-02,La Coruña,A Coruña,Galicia,Artes menores
ESP000052059,MARIA,1989-05-10,4.7,0.71,Poliester,18.38,Alta Definitiva,1989-05-10,La Coruña,A Coruña,Galicia,Artes menores
ESP000052060,AURORA,1989-05-10,4.64,0.67,Poliester,18.38,Alta Definitiva,2019-05-06,La Coruña,A Coruña,Galicia,Artes menores
ESP000052061,NURIA,1989-05-10,5.35,1.06,Poliester,18.38,Alta Definitiva,2023-03-31,Ferrol,A Coruña,Galicia,Artes menores
ESP000052062,MARIPOSA,1989-05-10,7.81,1.67,Madera,22.06,Alta Definitiva,1989-05-10,Muros,A Coruña,Galicia,Artes menores
ESP000052063,MARIA LUISA,1989-05-10,4.5,0.26,Madera,5.88,Baja Definitiva,2008-09-18,La Coruña,A Coruña,Galicia,Artes menores
ESP000052064,NUEVO SOLITARIO,1989-05-10,7.7,1.17,Madera,29.42,Baja Definitiva,2012-01-31,La Coruña,A Coruña,Galicia,Artes menores
ESP000052065,AMERICA,1989-05-10,3.8,0.22,Madera,5.296666666666668,Baja Definitiva,2008-06-02,La Coruña,A Coruña,Galicia,Artes menores
ESP000052066,RELAMPAGO,1989-05-10,6.45,1.65,Poliester,36.76,Baja Definitiva,2023-06-07,Camelle,A Coruña,Galicia,Artes menores
ESP000052067,CRISPIN,1989-05-10,5.37,0.89,Madera,11.712,Baja Definitiva,2011-01-28,Noia,A Coruña,Galicia,Artes menores
ESP000052068,ANAMAR,1989-05-10,7.15,1.05,Madera,19.86,Baja Definitiva,2006-01-26,Camelle,A Coruña,Galicia,Artes menores
ESP000052069,DIGNA MARIA,1989-05-10,6.9,1.24,Madera,11.03,Baja Definitiva,2006-06-28,Camelle,A Coruña,Galicia,Artes menores
ESP000052070,DOS HERMANOS,1989-05-10,6.8,1.08,Madera,20.298666666666666,Baja Definitiva,2001-02-05,Camelle,A Coruña,Galicia,Artes menores
ESP000052071,HERMINIA,1989-05-10,4.0,0.42,Madera,7.207333333333334,Baja Definitiva,2008-07-10,Camelle,A Coruña,Galicia,Artes menores
ESP000052072,JUAN IGNACIO,1989-05-10,4.8,0.64,Madera,5.88,Baja Definitiva,2008-07-10,Camariñas,A Coruña,Galicia,Artes menores
ESP000052073,LAS TRES MARIAS,1989-05-10,4.7,0.48,Madera,11.227333333333336,Baja Definitiva,2011-12-15,Camariñas,A Coruña,Galicia,Artes menores
ESP000052074,MARIA ELENA,1989-05-10,5.45,1.42,Poliester,22.06,Alta Definitiva,1989-05-10,Camelle,A Coruña,Galicia,Artes menores
ESP000052075,MARIA ESPERANZA,1989-05-10,5.9,1.25,Poliester,18.38,Alta Definitiva,1989-05-10,Camariñas,A Coruña,Galicia,Artes menores
ESP000052076,MARIA JOSEFA,1989-05-10,4.5,0.72,Madera,2.94,Baja Definitiva,1999-02-05,Mugia,A Coruña,Galicia,Artes menores
ESP000052077,MARIA TERESA,1989-05-10,4.0,1.21,Madera,11.03,Baja Definitiva,2004-09-06,Camelle,A Coruña,Galicia,Artes menores
ESP000052078,NUBE AZUL,1989-05-10,4.95,1.01,Madera,12.354666666666668,Baja Definitiva,2000-01-26,Camariñas,A Coruña,Galicia,Artes menores
ESP000052079,STELA,1989-05-10,4.7,0.73,Madera,10.737333333333334,Baja Definitiva,2000-10-16,Camelle,A Coruña,Galicia,Artes menores
ESP000052080,SEVERO,1989-05-10,4.7,0.75,Fibra de Vidrio/Plástico,22.06,Alta Definitiva,1989-05-10,Rianjo,A Coruña,Galicia,Artes menores
ESP000052081,XUSTA,1989-05-10,3.8,0.37,Madera,18.39,Baja Definitiva,2005-12-05,Rianjo,A Coruña,Galicia,Artes menores
ESP000052082,SOMOS DOS,1989-05-10,4.95,0.98,Poliester,14.71,Alta Definitiva,1989-05-10,Rianjo,A Coruña,Galicia,Artes menores
ESP000052083,REBOREDO,1989-05-10,5.05,1.02,Poliester,18.38,Alta Definitiva,1989-05-10,Santa Eugenia de Riveira,A Coruña,Galicia,Artes menores
ESP000052084,REDERA,1989-05-10,5.48,1.22,Poliester,22.06,Alta Definitiva,1989-05-10,Rianjo,A Coruña,Galicia,Artes menores
ESP000052086,RUBIALES,1989-05-10,4.75,0.49,Madera,2.94,Baja Definitiva,1994-12-15,Rianjo,A Coruña,Galicia,Artes menores
ESP000052087,ROMAY,1989-05-10,4.1,0.31,Madera,5.982000000000001,Baja Definitiva,2007-06-01,Rianjo,A Coruña,Galicia,Artes menores
ESP000052088,PATIÑO SEGUNDO,1989-05-10,4.0,0.38,Madera,9.364666666666665,Baja Definitiva,1997-06-26,Rianjo,A Coruña,Galicia,Artes menores
ESP000052090,PAZ,1989-05-10,5.65,1.26,Poliester,18.38,Alta Definitiva,1989-05-10,Cabo de Cruz - Boiro,A Coruña,Galicia,Artes menores
ESP000052091,PORQUE SI,1989-05-10,5.68,1.31,Poliester,18.38,Baja Provisional,2020-03-06,Rianjo,A Coruña,Galicia,Artes menores
ESP000052092,LAGARTA,1989-05-10,4.7,0.46,Madera,14.169333333333332,Baja Definitiva,2008-07-21,Rianjo,A Coruña,Galicia,Artes menores
ESP000052094,ESPERAME,1989-05-10,4.25,0.34,Madera,2.94,Baja Definitiva,1997-02-17,Rianjo,A Coruña,Galicia,Artes menores
ESP000052095,SAMARA I,1989-05-10,5.05,1.0,Poliester,18.38,Alta Definitiva,2006-10-10,Villanueva,Pontevedra,Galicia,Artes menores
ESP000052096,CHULA,1989-05-10,3.95,0.3,Madera,7.0600000000000005,Baja Definitiva,2008-07-21,Rianjo,A Coruña,Galicia,Artes menores
ESP000052097,BEA,1989-05-10,4.0,0.38,Madera,9.364666666666665,Baja Definitiva,2001-05-22,Rianjo,A Coruña,Galicia,Artes menores
ESP000052099,AIBAR,1989-05-10,4.3,0.48,Madera,8.580666666666668,Baja Definitiva,2002-12-17,Rianjo,A Coruña,Galicia,Artes menores
