cfr,nombre,fc_alta_rgfp,eslora_total,arqueo_gt,material_casco,potencia_kw,estado_rgfp,fc_estado,Puerto,Provincia,Comunidad Autónoma,Tipo de Arte
ESP000007781,BARRENECHEA,1989-05-10,22.2,54.0,Madera,202.26,Baja Definitiva,2003-03-10,Ondarroa,Bizkaia,País Vasco,Palangre
ESP000007782,GURE SANTA ANA,1989-05-10,22.0,57.0,Madera,264.78,Baja Definitiva,2011-10-13,Bermeo,Bizkaia,País Vasco,Artes menores
ESP000007783,ALBACORA SIETE,1989-05-10,33.5,202.0,Acero,514.85,Baja Definitiva,2004-10-26,Bermeo,Bizkaia,País Vasco,Cerco
ESP000007784,ITXAS ARGI,1989-05-10,20.1,56.0,Madera,202.26,Baja Definitiva,2003-11-25,Ceuta,Ceuta,Ceuta,Cerco
ESP000007785,GUIBELPE,1989-05-10,29.68466666666667,119.49,Madera,496.46,Baja Definitiva,1996-11-05,Ondarroa,Bizkaia,País Vasco,Cerco
ESP000007786,ALBONIGA MAYOR ANAIAK,1989-05-10,24.5,70.0,Madera,202.26,Baja Definitiva,2007-07-03,San Sebastián,Gipuzkoa,País Vasco,Artes menores
ESP000007787,UR ONTZI,1989-05-10,6.88,2.11,Poliester,22.06,Baja Definitiva,2002-06-10,Bermeo,Bizkaia,País Vasco,Artes menores
ESP000007788,MARCOS,1989-05-10,5.6,0.8,Madera,5.88,Baja Definitiva,2000-04-12,Mundaca,Bizkaia,País Vasco,Artes menores
ESP000007789,ITXAS ALPE,1989-05-10,26.233333333333334,140.23066666666668,Madera,371.43,Baja Definitiva,1992-06-09,Las Palmas - Puerto de la Luz,Las Palmas,Canarias,Desconocido
ESP000007790,SIEMPRE ASCORBE,1989-05-10,5.937333333333333,1.5946666666666665,Madera,8.83,Baja Definitiva,1991-12-31,Mundaca,Bizkaia,País Vasco,Desconocido
ESP000007791,NUEVO FLOR MARGARITA,1989-05-10,23.2,131.22,Madera,312.59,Baja Definitiva,1995-02-01,Bermeo,Bizkaia,País Vasco,Cerco
ESP000007792,NUEVO ZERUKO ARGIA,1989-05-10,32.0,134.0,Madera,496.46,Baja Definitiva,2003-11-06,Arrecife de Lanzarote,Las Palmas,Canarias,Artes menores
ESP000007793,NUEVO SATURNO,1989-05-10,26.489333333333338,100.0,Madera,242.71,Baja Definitiva,1996-09-26,Bermeo,Bizkaia,País Vasco,Cerco
ESP000007794,JOVEN ROSA MARI,1989-05-10,11.4,5.9,Madera,70.61,Baja Definitiva,2006-06-08,Bermeo,Bizkaia,País Vasco,Artes menores
ESP000007795,BEITIA,1989-05-10,13.94,21.0,Madera,91.94,Baja Definitiva,2001-07-17,Bermeo,Bizkaia,País Vasco,Artes menores
ESP000007796,BETI AMA LUR,1989-05-10,15.5,23.17,Madera,94.14,Baja Definitiva,2004-12-15,Ceuta,Ceuta,Ceuta,Palangre
ESP000007797,SAN JUAN DE GAZTELUGATXE,1989-05-10,12.172666666666666,21.28,Madera,88.26,Baja Definitiva,1995-06-19,San Sebastián,Gipuzkoa,País Vasco,Palangre
ESP000007798,ARTXANDA,1989-05-10,29.85,136.88,Madera,353.04,Baja Definitiva,2006-03-16,Bermeo,Bizkaia,País Vasco,Cerco
ESP000007799,SATURNO,1989-05-10,27.0,101.0,Madera,514.85,Baja Definitiva,1995-06-30,Bermeo,Bizkaia,País Vasco,Cerco
ESP000007800,GURE JESUSEN BIOTZA,1989-05-10,16.9,33.864000000000004,Madera,143.42,Baja Definitiva,1994-06-28,Bermeo,Bizkaia,País Vasco,Palangre
ESP000007801,MAISON,1989-05-10,10.5,3.8859999999999997,Madera,29.42,Baja Definitiva,1991-12-18,Bermeo,Bizkaia,País Vasco,Palangre
ESP000007802,ZERUKO ERREGIÑA,1989-05-10,33.0,162.0,Madera,639.71,Alta Definitiva,1989-05-10,Arrecife de Lanzarote,Las Palmas,Canarias,Cañeros
ESP000007803,ITXARKUNDIA,1989-05-10,18.15,52.86666666666666,Madera,205.94,Baja Definitiva,1991-12-31,Bermeo,Bizkaia,País Vasco,Palangre
ESP000007804,WAKSMAN,1989-05-10,30.0,146.0,Madera,312.59,Baja Definitiva,2004-05-19,Bermeo,Bizkaia,País Vasco,Cerco
ESP000007805,OTZARRI,1989-05-10,9.094000000000001,4.6033333333333335,Madera,23.54,Baja Definitiva,1991-12-31,Mundaca,Bizkaia,País Vasco,Desconocido
ESP000007806,URKO,1989-05-10,7.871333333333334,1.95,Poliester,14.71,Baja Definitiva,1995-08-01,Pasajes,Gipuzkoa,País Vasco,Artes menores
ESP000007807,DEUN KEPA,1989-05-10,7.3,2.13,Madera,8.83,Baja Definitiva,2001-04-23,Mundaca,Bizkaia,País Vasco,Artes menores
ESP000007808,MARIBEL,1989-05-10,6.201333333333333,1.8219999999999998,Madera,10.3,Baja Definitiva,1992-03-27,Mundaca,Bizkaia,País Vasco,Desconocido
ESP000007809,AITA SEMEAK,1989-05-10,19.5,52.9,Madera,169.16,Baja Definitiva,1995-02-09,Bermeo,Bizkaia,País Vasco,Palangre
ESP000007810,ESBA,1989-05-10,5.826,1.0193333333333334,Madera,11.03,Baja Definitiva,1992-10-22,Mundaca,Bizkaia,País Vasco,Desconocido
ESP000007811,IRU ANAYAK,1989-05-10,11.5,21.151333333333334,Madera,117.68,Baja Definitiva,1991-12-31,Bermeo,Bizkaia,País Vasco,Palangre
ESP000007812,BETI ANDIÑO,1989-05-10,17.91,43.0,Madera,211.09,Baja Definitiva,2006-03-08,Mundaca,Bizkaia,País Vasco,Artes menores
ESP000007813,SIEMPRE SAN RAFAEL,1989-05-10,11.7,11.032,Madera,66.19,Baja Definitiva,1993-01-21,Bermeo,Bizkaia,País Vasco,Palangre
ESP000007814,SANTA LUISA,1989-05-10,13.3,12.578000000000001,Madera,94.14,Baja Definitiva,1993-11-05,Bermeo,Bizkaia,País Vasco,Palangre
ESP000007815,ONDARTZ EDERRA,1989-05-10,16.6,27.0,Madera,165.49,Baja Definitiva,1999-07-12,Fuenterrabia,Gipuzkoa,País Vasco,Artes menores
ESP000007816,REINA DEL CIELO,1989-05-10,27.15,93.92,Madera,325.83,Baja Definitiva,2002-11-05,Bermeo,Bizkaia,País Vasco,Cerco
ESP000007817,ITXAS LAGUNAK,1989-05-10,27.3,114.0,Madera,312.59,Baja Definitiva,1998-10-01,Colindres,Cantabria,Cantabria,Cerco
ESP000007818,MIREN EDURNE,1989-05-10,11.42,6.45,Madera,69.14,Baja Definitiva,2003-04-28,Lequeitio,Bizkaia,País Vasco,Artes menores
ESP000007819,NUEVA ASTURIANA,1989-05-10,8.3,1.2146666666666668,Madera,19.12,Baja Definitiva,1991-12-31,Bermeo,Bizkaia,País Vasco,Desconocido
ESP000007821,BIKOTXAK,1989-05-10,5.75,0.77,Madera,8.83,Baja Definitiva,2000-01-17,Mundaca,Bizkaia,País Vasco,Artes menores
ESP000007822,HERMANOS PUJANA,1989-05-10,14.8,20.136000000000003,Madera,91.94,Baja Definitiva,1992-11-04,Laredo,Cantabria,Cantabria,Palangre
ESP000007823,LAMIA,1989-05-10,21.0,49.0,Madera,205.94,Baja Definitiva,2005-04-18,Ceuta,Ceuta,Ceuta,Palangre
ESP000007824,IZASKUN,1989-05-10,7.45,3.0,Madera,27.21,Baja Definitiva,1995-02-21,Mundaca,Bizkaia,País Vasco,Artes menores
ESP000007825,VIRGEN DE ARANZAZU,1989-05-10,15.4,13.355333333333336,Madera,94.14,Baja Definitiva,1991-12-31,Bermeo,Bizkaia,País Vasco,Palangre
ESP000007826,BETI SAN MARTIN,1989-05-10,16.6,23.584666666666667,Madera,117.68,Baja Definitiva,1991-12-31,Bermeo,Bizkaia,País Vasco,Palangre
ESP000007828,NUEVO AIXETXU,1989-05-10,31.1,139.0,Madera,661.95,Baja Definitiva,2006-11-23,Guetaria,Gipuzkoa,País Vasco,Cerco
ESP000007829,URENGOY,1989-05-10,24.0,80.9,Madera,202.26,Baja Definitiva,2002-09-10,Castellon de la Plana,Castellón,Comunitat Valenciana,Cerco
ESP000007830,ANTONIA,1989-05-10,10.65,13.88,Madera,117.68,Baja Definitiva,2011-05-12,Málaga,Málaga,Andalucía,Cerco
ESP000007831,ALP,1989-05-10,15.6,39.64,Madera,220.65,Baja Definitiva,1995-12-07,Barcelona,Barcelona,Cataluña,Cerco
ESP000007833,CAROLINA SEGUNDA,1989-05-10,17.0,49.59,Madera,220.65,Baja Definitiva,2001-11-20,Barcelona,Barcelona,Cataluña,Cerco
ESP000007834,CABUSIO,1989-05-10,13.8,14.35,Madera,99.29,Baja Definitiva,2002-07-29,Barcelona,Barcelona,Cataluña,Cerco
ESP000007835,CIUDAD DE TARRAGONA,1989-05-10,14.2,16.41,Madera,66.93,Baja Definitiva,1998-10-15,Isla Cristina,Huelva,Andalucía,Cerco
ESP000007836,CIUDAD DE TORREVIEJA,1989-05-10,16.04,26.8,Madera,191.23,Baja Definitiva,2004-12-22,Melilla,Melilla,Melilla,Cerco
ESP000007838,EMILIA CASANOVAS,1989-05-10,14.164666666666667,23.105333333333327,Madera,102.97,Baja Definitiva,1991-02-12,La Ametlla De Mar,Tarragona,Cataluña,Desconocido
ESP000007839,ELVIRA JOSE,1989-05-10,17.73,71.78866666666666,Madera,312.59,Baja Definitiva,1993-10-07,Barcelona,Barcelona,Cataluña,Arrastre
ESP000007841,FERNANDO,1989-05-10,10.258666666666667,4.72,Madera,55.16,Baja Definitiva,1995-01-11,Barcelona,Barcelona,Cataluña,Arrastre
ESP000007842,FRANCISCO Y MARTIN,1989-05-10,8.0,2.0,Madera,28.68,Baja Definitiva,2008-01-10,Barcelona,Barcelona,Cataluña,Artes menores
ESP000007843,FOIX,1989-05-10,14.4,36.096000000000004,Madera,155.93,Baja Definitiva,1991-04-30,Barcelona,Barcelona,Cataluña,Cerco
ESP000007844,FLORA,1989-05-10,8.665333333333333,14.26,Madera,29.42,Baja Definitiva,1995-01-11,Castelldefels,Barcelona,Cataluña,Arrastre
ESP000007845,GUIOMAR II,1989-05-10,16.0,37.57,Madera,205.94,Baja Definitiva,2010-11-26,Santa Pola,Alicante,Comunitat Valenciana,Arrastre
ESP000007846,GENERAL ARANDA,1989-05-10,23.94,64.11,Madera,235.36,Baja Definitiva,2002-09-09,Barcelona,Barcelona,Cataluña,Arrastre
ESP000007847,JUAN JOSE,1989-05-10,12.549333333333335,14.985999999999997,Madera,55.16,Baja Definitiva,1994-10-26,Barcelona,Barcelona,Cataluña,Arrastre
ESP000007849,JOVEN MANUEL,1989-05-10,17.912,44.036666666666676,Madera,147.1,Baja Definitiva,1994-10-26,Barcelona,Barcelona,Cataluña,Cerco
ESP000007850,LABIO,1989-05-10,14.25,31.51,Madera,211.09,Baja Definitiva,2008-07-03,Barcelona,Barcelona,Cataluña,Cerco
ESP000007851,LOS VERA,1989-05-10,15.44,34.2,Madera,147.1,Baja Definitiva,1999-07-02,Barcelona,Barcelona,Cataluña,Cerco
ESP000007854,LOS PACHECOS,1989-05-10,15.66,27.45,Madera,110.32,Baja Definitiva,2003-04-24,Barcelona,Barcelona,Cataluña,Cerco
ESP000007855,MARIA SOLEDAD,1989-05-10,17.888666666666666,37.03,Madera,154.45,Baja Definitiva,1999-06-18,Barcelona,Barcelona,Cataluña,Arrastre
ESP000007857,MARINA,1989-05-10,9.21,14.19,Madera,44.13,Baja Definitiva,2001-03-13,Barcelona,Barcelona,Cataluña,Cerco
ESP000007858,MARIA,1989-05-10,5.908,1.29,Madera,7.35,Baja Definitiva,2001-03-13,Barcelona,Barcelona,Cataluña,Artes menores
ESP000007859,MARCELINO,1989-05-10,20.74,76.73,Madera,264.78,Baja Definitiva,1995-11-15,Barcelona,Barcelona,Cataluña,Arrastre
ESP000007860,MAÑES,1989-05-10,7.2253333333333325,3.37,Madera,19.86,Baja Definitiva,2001-03-13,Barcelona,Barcelona,Cataluña,Artes menores
ESP000007861,MORAGO TERCERO,1989-05-10,14.25,69.56133333333334,Acero,220.65,Baja Definitiva,1994-08-25,Barcelona,Barcelona,Cataluña,Cerco
ESP000007862,NUESTRA SRA DE LA PALMA,1989-05-10,15.992666666666668,37.16,Madera,121.36,Baja Definitiva,1995-01-24,Barcelona,Barcelona,Cataluña,Arrastre
ESP000007863,OLGA MELGAR II,1989-05-10,17.840666666666667,49.91066666666667,Madera,143.42,Baja Definitiva,1991-06-28,Barcelona,Barcelona,Cataluña,Cerco
ESP000007864,PEPITA,1989-05-10,12.8,43.495333333333335,Madera,176.52,Baja Definitiva,1991-11-13,Barcelona,Barcelona,Cataluña,Cerco
ESP000007866,SAN ANTONIO,1989-05-10,5.584,1.47,Madera,7.35,Baja Definitiva,2001-03-13,Barcelona,Barcelona,Cataluña,Artes menores
ESP000007867,SANTA MONICA,1989-05-10,6.53,1.4,Madera,28.68,Baja Definitiva,2015-10-19,Mataró,Barcelona,Cataluña,Artes menores
ESP000007868,SUSANA,1989-05-10,11.95,7.04,Madera,67.65,Baja Definitiva,2023-10-25,La Escala,Girona,Cataluña,Cerco
ESP000007869,STELLA MARIS PRIMERO,1989-05-10,21.701999999999998,55.22,Madera,220.65,Baja Definitiva,1997-02-07,Barcelona,Barcelona,Cataluña,Arrastre
ESP000007870,STELLA MARIS TERCERO,1989-05-10,21.72,38.32,Madera,183.87,Baja Definitiva,2010-03-11,Barcelona,Barcelona,Cataluña,Arrastre
ESP000007871,SEGRE,1989-05-10,16.5,23.26,Madera,128.71,Baja Definitiva,2018-04-26,Barcelona,Barcelona,Cataluña,Cerco
ESP000007873,SANTA ELENA,1989-05-10,14.873333333333331,13.24,Madera,117.68,Baja Definitiva,1997-04-08,Barcelona,Barcelona,Cataluña,Cerco
ESP000007874,SAN MIGUEL,1989-05-10,16.545333333333335,24.63,Madera,183.87,Baja Definitiva,1996-09-26,Barcelona,Barcelona,Cataluña,Cerco
ESP000007876,VICENTA ROSA,1989-05-10,12.63,12.58066666666667,Madera,94.14,Baja Definitiva,1991-12-17,Barcelona,Barcelona,Cataluña,Cerco
ESP000007877,VIENTO DEL NORTE,1989-05-10,20.53,36.13,Madera,316.26,Alta Definitiva,1989-05-10,Rosas,Girona,Cataluña,Cerco
ESP000007879,ALONSO PEREZ,1989-05-10,7.28,2.401333333333333,Madera,19.86,Baja Definitiva,1991-06-28,Candas,Asturias,Asturias,Desconocido
ESP000007880,CACHUPIN,1989-05-10,8.452,2.13,Madera,29.42,Baja Definitiva,1999-05-05,Cillero,Lugo,Galicia,Artes menores
ESP000007884,FALI,1989-05-10,5.4,0.6,Madera,7.35,Baja Definitiva,2015-10-05,Luanco,Asturias,Asturias,Artes fijas
ESP000007887,CURRO,1989-05-10,6.7,1.0873333333333333,Madera,5.88,Baja Definitiva,1993-05-03,Gijon,Asturias,Asturias,Artes menores
ESP000007889,NUEVA LUANQUINA,1989-05-10,12.4,10.46,Madera,69.87,Baja Definitiva,2008-08-21,Luanco,Asturias,Asturias,Palangre
ESP000007891,YOLANDA,1989-05-10,5.5,0.68,Madera,6.62,Baja Definitiva,1995-10-26,Luanco,Asturias,Asturias,Artes menores
ESP000007892,LA BONDAD,1989-05-10,6.6,1.33,Madera,10.3,Baja Definitiva,2008-07-03,Bañugues,Asturias,Asturias,Artes menores
ESP000007893,LLUGARINA,1989-05-10,6.1,1.19,Madera,18.39,Baja Definitiva,2005-03-07,Luanco,Asturias,Asturias,Artes fijas
ESP000007894,RACHE,1989-05-10,5.3,0.73,Madera,6.62,Baja Definitiva,2009-04-17,Luanco,Asturias,Asturias,Artes menores
ESP000007897,LA MARGARITA,1989-05-10,6.8,1.49,Madera,23.54,Baja Definitiva,2003-03-05,Luanco,Asturias,Asturias,Artes menores
ESP000007898,NUEVO VULCANO,1989-05-10,5.613333333333333,0.87,Madera,18.39,Baja Definitiva,2000-07-05,Tazones,Asturias,Asturias,Artes menores
ESP000007899,ALGA,1992-05-26,5.1,1.6873333333333336,Madera,33.1,Baja Definitiva,1993-08-19,Luanco,Asturias,Asturias,Desconocido
ESP000007900,ROGU,1989-05-10,5.937333333333333,1.5946666666666665,Madera,8.83,Baja Definitiva,1992-06-04,San Esteban de Pravia,Asturias,Asturias,Artes menores
ESP000007901,BADALLO,1989-05-10,6.0,1.28,Madera,5.15,Baja Definitiva,1999-01-20,Luanco,Asturias,Asturias,Artes menores
ESP000007902,PLUS JOLIE,1989-05-10,6.05,1.24,Madera,11.03,Baja Definitiva,1997-08-22,Luanco,Asturias,Asturias,Artes menores
ESP000007903,RETOÑO,1989-05-10,8.214666666666664,4.476000000000001,Madera,26.48,Baja Definitiva,1994-01-18,Luarca,Asturias,Asturias,Artes menores
ESP000007904,NUEVOS PARRULOS,1989-05-10,7.0,2.39,Madera,13.24,Baja Definitiva,1995-11-13,Candas,Asturias,Asturias,Artes menores
ESP000007905,NUEVA BONDAD,1989-05-10,6.156666666666666,1.48,Madera,9.56,Baja Definitiva,1998-05-28,Luanco,Asturias,Asturias,Artes menores
ESP000007906,JUANIN Y GOYO,1989-05-10,7.4,5.731333333333334,Madera,44.13,Baja Definitiva,1994-01-18,San Esteban de Pravia,Asturias,Asturias,Artes menores
ESP000007907,BEN,1989-05-10,5.63,1.03,Madera,33.83,Baja Definitiva,2002-02-13,Bañugues,Asturias,Asturias,Artes fijas
ESP000007908,JUAN ANTONIO,1989-05-10,6.080666666666665,1.21,Madera,9.56,Baja Definitiva,1997-06-18,Bañugues,Asturias,Asturias,Artes fijas
ESP000007909,ALFONSO NAVALON,1989-05-10,7.1,1.94,Madera,32.36,Baja Definitiva,2009-04-17,Luanco,Asturias,Asturias,Artes menores
ESP000007911,NUEVO RICHAR,1989-05-10,6.2,1.64,Madera,22.06,Baja Definitiva,2007-06-12,Luanco,Asturias,Asturias,Artes menores
ESP000007912,PION,1989-05-10,5.58,0.97,Madera,8.83,Baja Definitiva,2003-03-06,San Juan de la Arena,Asturias,Asturias,Artes menores
ESP000007913,VULCANO,1989-05-10,10.45,7.43,Madera,63.99,Baja Definitiva,2003-04-10,Lastres,Asturias,Asturias,Palangre
ESP000007914,MENENDEZ,1989-05-10,7.25,1.98,Madera,31.63,Baja Definitiva,2008-08-21,Candas,Asturias,Asturias,Palangre
ESP000007915,ESTELA SERGIO,1989-05-10,8.854000000000001,4.17,Madera,50.75,Baja Definitiva,1995-11-02,Candas,Asturias,Asturias,Artes menores
ESP000007916,PAJOSE,1989-05-10,4.8,0.7,Madera,6.62,Baja Definitiva,1996-06-20,Candas,Asturias,Asturias,Artes menores
ESP000007917,LOS TRAVIESOS,1989-05-10,4.9,0.97,Madera,5.88,Baja Definitiva,2007-10-29,Candas,Asturias,Asturias,Artes menores
ESP000007918,CHIPIRON II,1989-05-10,5.72,1.2,Madera,11.77,Baja Provisional,2022-12-01,San Juan de la Arena,Asturias,Asturias,Artes menores
ESP000007919,ESPADAÑA,1989-05-10,7.8,3.21,Madera,19.86,Baja Definitiva,2002-11-07,Luanco,Asturias,Asturias,Artes fijas
ESP000007920,SOLEDAD,1989-05-10,5.76,1.16,Madera,11.03,Baja Definitiva,2012-12-10,Cudillero,Asturias,Asturias,Artes menores
ESP000007921,LORETO,1989-05-10,6.0,1.34,Madera,25.74,Baja Definitiva,2011-11-29,Candas,Asturias,Asturias,Artes menores
ESP000007922,BARLOVENTO,1989-05-10,7.3,2.23,Madera,29.42,Baja Definitiva,2001-09-19,Ceuta,Ceuta,Ceuta,Artes menores
ESP000007923,LLUGARINA SEGUNDO,1989-05-10,6.0,1.27,Madera,7.35,Baja Definitiva,2008-07-11,Luanco,Asturias,Asturias,Artes menores
ESP000007924,LA MARINA,1989-05-10,7.2,2.0,Madera,13.24,Baja Definitiva,1997-03-04,Luanco,Asturias,Asturias,Artes menores
ESP000007925,MAN FER,1989-05-10,5.4,0.87,Madera,3.68,Baja Definitiva,2003-12-16,Candas,Asturias,Asturias,Artes menores
ESP000007927,HUSKY,1989-05-10,10.0,4.19,Madera,44.13,Baja Definitiva,1998-05-13,Malpica de Bergantiños,A Coruña,Galicia,Artes menores
ESP000007928,JOSIN,1989-05-10,7.2,1.82,Madera,7.35,Baja Definitiva,2008-07-02,Gijon,Asturias,Asturias,Artes menores
ESP000007930,ROCIO DEL MAR,1989-05-10,6.37,1.27,Madera,19.12,Baja Definitiva,2020-01-29,San Ciprián,Lugo,Galicia,Artes menores
ESP000007932,VILLA CHINELA,1989-05-10,5.0,0.53,Madera,13.24,Baja Definitiva,1995-06-06,Gijon,Asturias,Asturias,Artes menores
ESP000007933,HERMANOS UGARTE,1989-05-10,6.86,3.534,Madera,33.1,Baja Definitiva,1991-12-31,Gijon,Asturias,Asturias,Desconocido
ESP000007934,SILVIA,1989-05-10,6.4,2.06,Madera,12.5,Baja Definitiva,2008-07-02,Gijon,Asturias,Asturias,Artes menores
ESP000007936,LA XANA,1989-05-10,26.85,81.18733333333333,Madera,316.26,Baja Definitiva,1991-12-31,Muros,A Coruña,Galicia,Arrastre
ESP000007937,NUEVO LLORET,1989-05-10,7.1,2.01,Madera,33.1,Baja Definitiva,1997-09-22,Gijon,Asturias,Asturias,Artes menores
ESP000007938,NUEVO ACEBAL,1989-05-10,7.35,2.16,Madera,13.24,Baja Definitiva,2000-09-19,Luanco,Asturias,Asturias,Artes menores
ESP000007939,FLOR DE TAZONES,1989-05-10,7.28,2.18,Madera,36.77,Baja Definitiva,2001-03-13,Gijon,Asturias,Asturias,Artes fijas
ESP000007940,NUEVO LOLO EL NIN,1989-05-10,26.13,154.78333333333336,Madera,467.04,Baja Definitiva,1993-01-21,Gijon,Asturias,Asturias,Arrastre
ESP000007941,NUEVO HERMANOS AMIEVA,1989-05-10,10.4,5.42,Madera,19.12,Baja Definitiva,2000-03-28,Ribadesella,Asturias,Asturias,Artes menores
ESP000007942,BAHIA DE FRANKIE,1989-05-10,9.0,1.257333333333333,Madera,19.12,Baja Definitiva,1993-02-16,Gijon,Asturias,Asturias,Palangre
ESP000007944,HORIZONTE,1989-05-10,5.7,1.1,Madera,10.3,Baja Definitiva,2008-04-30,Barallobre,A Coruña,Galicia,Artes menores
ESP000007945,GOMEZ PINZON,1989-05-10,26.1,92.04933333333334,Madera,294.2,Baja Definitiva,1991-12-02,Gijon,Asturias,Asturias,Arrastre
ESP000007946,GELES,1989-05-10,6.68,1.3226666666666667,Madera,37.51,Baja Definitiva,1994-03-10,Gijon,Asturias,Asturias,Artes menores
ESP000007947,PLAYA DE SAN LORENZO,1989-05-10,26.4,121.0,Madera,304.5,Baja Definitiva,2000-08-14,Gijon,Asturias,Asturias,Arrastre
ESP000007948,MARIA JESUS,1989-05-10,7.65,2.34,Madera,36.77,Baja Definitiva,2003-03-31,Gijon,Asturias,Asturias,Artes fijas
ESP000007949,MARIA DEL ROSARIO,1989-05-10,6.9,2.06,Madera,13.24,Baja Definitiva,2005-12-02,Gijon,Asturias,Asturias,Artes menores
ESP000007950,LOLO EL NIN,1989-05-10,29.63,230.0,Madera,625.17,Baja Definitiva,1996-09-26,Gijon,Asturias,Asturias,Arrastre
ESP000007952,MARIA ANGELICA,1989-05-10,5.5,1.1566666666666665,Madera,32.36,Baja Definitiva,1991-11-27,Oviñana,Asturias,Asturias,Desconocido
ESP000007953,NUEVA CARLOTA,1989-05-10,6.65,2.1413333333333333,Madera,13.24,Baja Definitiva,1993-09-28,Gijon,Asturias,Asturias,Desconocido
ESP000007954,MAGDALENA,1989-05-10,6.87,2.3,Madera,13.24,Baja Definitiva,2005-04-26,Candas,Asturias,Asturias,Artes menores
ESP000007956,MACANA,1989-05-10,7.24,1.66,Madera,11.77,Baja Definitiva,1998-07-17,Gijon,Asturias,Asturias,Artes menores
ESP000007957,CARMEN,1989-05-10,6.5,1.09,Madera,35.3,Baja Definitiva,1998-11-03,Gijon,Asturias,Asturias,Palangre
ESP000007958,CHARIN,1989-05-10,6.7,3.26,Madera,46.34,Baja Definitiva,1995-06-22,Gijon,Asturias,Asturias,Palangre
ESP000007959,NUEVO VENCEDOR,1989-05-10,7.17,1.96,Madera,12.5,Baja Definitiva,2009-01-21,Gijon,Asturias,Asturias,Artes menores
ESP000007960,LANFON,1989-05-10,34.7,274.0,Acero,882.6,Baja Definitiva,2009-09-15,Ondarroa,Bizkaia,País Vasco,Arrastre
ESP000007961,MORAIMA,1989-05-10,9.72,5.8,Madera,66.19,Baja Definitiva,2000-06-07,Luanco,Asturias,Asturias,Cerco
ESP000007962,VILLA DE NOJA,1989-05-10,10.01,5.89,Madera,72.08,Baja Definitiva,2012-12-03,Gijon,Asturias,Asturias,Artes menores
ESP000007963,GERA,1989-05-10,7.96,3.25,Madera,30.89,Baja Definitiva,2003-08-11,Gijon,Asturias,Asturias,Artes menores
ESP000007964,CADAE,1989-05-10,5.5,1.17,Madera,35.3,Baja Definitiva,2003-07-29,Gijon,Asturias,Asturias,Artes menores
ESP000007965,JESUS,1989-05-10,7.985333333333333,2.08,Madera,30.89,Baja Definitiva,1995-10-18,Santander,Cantabria,Cantabria,Palangre
ESP000007966,ANA JESUS,1989-05-10,10.5,7.3,Madera,84.58,Alta Definitiva,2023-07-06,Puerto de Vega,Asturias,Asturias,Palangre
ESP000007967,ACARREGUI SEGUNDO,1989-05-10,11.9,13.922,Madera,73.55,Baja Definitiva,1990-12-28,Gijon,Asturias,Asturias,Desconocido
ESP000007969,PETACHE SEGUNDO,1989-05-10,11.07,11.35,Madera,69.14,Baja Definitiva,1996-10-07,Santurce,Bizkaia,País Vasco,Palangre
ESP000007970,MARIA PAULA,1989-05-10,6.5,1.78,Madera,8.83,Baja Definitiva,1995-11-02,Gijon,Asturias,Asturias,Artes fijas
ESP000007972,PICA II,1989-05-10,8.45,3.27,Madera,15.45,Baja Definitiva,2013-06-26,Tapia de Casariego,Asturias,Asturias,Artes menores
ESP000007973,CRISTO DEL OCEANO,1989-05-10,14.16,22.07,Madera,136.07,Baja Definitiva,1991-12-31,Laredo,Cantabria,Cantabria,Palangre
ESP000007974,AVEBA,1989-05-10,6.5,1.52,Madera,33.83,Baja Definitiva,2002-06-25,Santander,Cantabria,Cantabria,Artes menores
ESP000007975,LAZCANO,1989-05-10,8.3,1.98,Madera,47.07,Baja Definitiva,1998-07-17,Gijon,Asturias,Asturias,Artes menores
ESP000007976,NUEVO LALO SOTO,1989-05-10,5.6,1.16,Madera,11.77,Baja Definitiva,2009-04-17,Candas,Asturias,Asturias,Artes menores
ESP000007977,MAGALI,1989-05-10,6.4,0.93,Madera,11.77,Baja Definitiva,2000-11-16,Gijon,Asturias,Asturias,Artes menores
ESP000007978,ALAMPLE,1989-05-10,18.8,41.2,Madera,294.2,Baja Definitiva,2002-06-24,Vinaroz,Castellón,Comunitat Valenciana,Arrastre
ESP000007979,BAHIA DE BLANES,1989-05-10,21.22,36.12,Madera,294.2,Baja Definitiva,2014-09-17,Cartagena,Murcia,Murcia,Arrastre
ESP000007980,CARLOS V,1989-05-10,11.54,10.8,Madera,38.25,Alta Definitiva,1989-05-10,Arenys de Mar,Barcelona,Cataluña,Arrastre
ESP000007981,DOLORES,1989-05-10,10.36,7.63,Madera,53.69,Baja Definitiva,2004-04-15,Blanes,Girona,Cataluña,Arrastre
ESP000007982,PILI,1989-05-10,9.1,10.0,Madera,55.15,Alta Definitiva,1989-05-10,Almería,Almería,Andalucía,Arrastre
ESP000007983,JOANS,1989-05-10,29.605999999999998,120.76,Acero,514.85,Baja Definitiva,1998-04-16,Blanes,Girona,Cataluña,Arrastre
ESP000007984,JOAQUINA,1989-05-10,8.82,5.53,Madera,15.45,Alta Definitiva,1989-05-10,Almería,Almería,Andalucía,Arrastre
ESP000007985,CIRIACO,1989-05-10,11.1,6.27,Madera,41.91,Alta Definitiva,1989-05-10,Palamós,Girona,Cataluña,Arrastre
